depot_id,ttl_td_id,ttl_captain_id,ttl_point_a,ttl_point_b,max_diff_minutes_from_point_a,max_diff_minutes_idle_mode,max_diff_minutes_to_point_a,min_diff_minutes_from_point_a,min_diff_minutes_idle_mode,min_diff_minutes_to_point_a,avg_diff_minutes_from_point_a,avg_diff_minutes_idle_mode,avg_diff_minutes_to_point_a,med_diff_minutes_from_point_a,med_diff_minutes_idle_mode,med_diff_minutes_to_point_a,max_speed,min_speed,avg_speed,med_speed,ttl_td_completed,WaktuSebelumProblem,WaktuSebelumInspection,WaktuDiambikUtkRepair,labelencoded,busencoded,point_aencoded,point_bencoded,line_id_yencoded,br_idencoded,br_repair_statusencoded,br_entry_statusencoded,line_id_x_en,rtd_cause_en,br_ttl_days_en,rtd_id_en,route_id_en,bus_model_id_en,driver_id_en,capt_id_en,newlabel_en,prediction_label,prediction_score
4,22,2,1,1,106.21667,204.53334,45.966667,29.516666,0.0,0.0,64.969444,48.273335,26.473333,57.425,29.741667,42.033333,42.0,1.0,23.142857,21.0,22.0,0.0,0.0,0.0,2,176,44,64,131,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,24,2,1,1,60.483334,79.23333,74.0,41.0,0.0,53.0,51.575,22.84697,64.73889,52.491665,6.5,65.25,53.0,1.0,27.0,31.0,24.0,0.0,0.0,0.0,2,306,18,41,132,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,18,1,1,1,57.5,59.166668,71.5,46.3,2.0,56.5,52.7,26.30625,64.886665,53.5,23.541666,66.0,37.0,1.0,14.454545,12.0,18.0,0.0,0.0,0.0,2,213,18,41,132,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,16,1,1,1,72.98333,146.6,72.0,40.5,2.0,58.5,55.566666,39.988094,66.98333,54.391666,5.5,68.71667,38.0,1.0,9.9,4.0,16.0,0.0,0.0,0.0,2,156,18,41,132,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,20,1,1,1,61.7,51.833332,99.53333,53.583332,0.0,63.183334,57.59667,11.675926,75.99333,57.866665,2.7666667,75.45,45.0,11.0,23.857143,19.5,20.0,0.0,0.0,0.0,2,168,18,41,132,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,1.0,0.0,0.0,0.0,2,175,86,15,137,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,8,1,1,1,86.11667,686.76666,78.066666,82.48333,1.1,75.816666,84.3,181.59584,76.941666,84.3,19.258333,76.941666,27.0,8.0,18.428572,18.0,8.0,0.0,0.0,0.0,2,175,8,65,142,-1,-1,-1,142,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,1.0,0.0,0.0,0.0,2,456,127,73,114,-1,-1,-1,114,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,36,1,1,1,39.5,320.23334,46.5,29.5,0.0,31.0,34.88889,37.331482,39.996296,35.0,17.25,40.983334,46.0,1.0,15.714286,15.0,36.0,0.0,0.0,0.0,2,456,127,73,114,-1,-1,-1,114,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,32,2,1,1,45.983334,157.5,45.0,29.5,0.0,31.5,37.810417,28.764444,39.372917,37.75,1.0,40.491665,38.0,3.0,20.037037,16.0,32.0,0.0,0.0,0.0,2,568,127,73,114,-1,-1,-1,114,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,24,1,1,1,44.783333,50.016666,45.8,34.25,0.0,40.183334,39.65,18.987879,43.291668,39.775,0.48333332,43.425,45.0,7.0,25.125,22.0,24.0,0.0,0.0,0.0,2,516,127,73,114,-1,-1,-1,114,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,8,1,1,1,31.0,229.05,36.5,29.0,1.0,35.5,30.0,66.3875,36.0,30.0,17.75,36.0,27.0,11.0,17.666666,16.0,8.0,0.0,0.0,0.0,2,447,32,70,115,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,8,1,1,1,31.0,229.05,36.5,29.0,1.0,35.5,30.0,66.3875,36.0,30.0,17.75,36.0,27.0,11.0,17.666666,16.0,8.0,0.0,0.0,0.0,2,447,32,70,62,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,4,1,1,1,52.0,0.5,72.5,52.0,0.5,72.5,52.0,0.5,72.5,52.0,0.5,72.5,31.0,18.0,26.25,28.0,4.0,0.0,0.0,0.0,2,447,127,66,115,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,4,1,1,1,52.0,0.5,72.5,52.0,0.5,72.5,52.0,0.5,72.5,52.0,0.5,72.5,31.0,18.0,26.25,28.0,4.0,0.0,0.0,0.0,2,447,127,66,62,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,23,2,1,1,55.733334,69.11667,74.4,45.183334,0.46666667,58.45,51.233334,27.15,65.941666,51.3,3.45,65.45,34.0,10.0,20.066668,20.0,23.0,0.0,0.0,0.0,2,162,18,41,132,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,18,2,1,1,89.0,58.35,92.21667,54.883335,1.75,63.183334,71.886665,21.139584,83.04583,77.3,22.775,88.39167,31.0,1.0,13.333333,11.5,18.0,0.0,0.0,0.0,2,129,36,65,136,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,14,1,1,1,84.6,73.433334,98.11667,51.7,0.43333334,60.966667,67.925,31.294445,83.23889,67.7,25.166666,90.63333,23.0,8.0,14.1,12.5,14.0,0.0,0.0,0.0,2,128,36,65,136,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,12,1,1,1,91.666664,46.9,88.65,68.98333,0.95,78.38333,77.85,15.343333,83.416664,72.9,1.9833333,83.21667,20.0,1.0,11.333333,13.0,12.0,0.0,0.0,0.0,2,139,36,65,136,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,20,2,1,1,80.55,45.35,94.666664,59.65,2.0166667,48.016666,71.27,21.175926,72.513336,74.25,19.466667,74.666664,33.0,1.0,13.75,14.0,20.0,0.0,0.0,0.0,2,149,36,65,136,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,16,1,1,1,82.8,62.466667,94.03333,49.8,0.0,73.28333,69.97083,22.640476,83.09583,73.64167,1.65,82.53333,32.0,8.0,15.2,14.0,16.0,0.0,0.0,0.0,2,141,36,65,136,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,22,2,1,1,81.13333,59.85,107.48333,57.083332,0.0,60.966667,71.05666,19.085,84.975,73.0,5.233333,87.26667,22.0,7.0,13.166667,12.0,22.0,0.0,0.0,0.0,2,148,36,65,136,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,4,1,1,1,67.63333,0.0,81.45,67.63333,0.0,81.45,67.63333,0.0,81.45,67.63333,0.0,81.45,14.0,13.0,13.25,13.0,4.0,0.0,0.0,0.0,3,151,36,65,136,-1,-1,-1,136,10,-1,527,15,13,54,-1,1,1,1.0
2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,0.0,2,528,112,64,116,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,29,2,1,1,50.0,485.16666,51.0,33.5,0.0,34.0,40.140476,55.615555,43.214287,36.983334,29.0,42.0,42.0,1.0,22.307692,22.0,29.0,0.0,0.0,0.0,2,528,127,73,114,-1,-1,-1,114,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,4,1,1,1,232.88333,4.5,35.0,232.88333,4.5,35.0,232.88333,4.5,35.0,232.88333,4.5,35.0,31.0,12.0,20.333334,18.0,4.0,0.0,0.0,0.0,2,500,39,51,120,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,4,1,1,1,62.983334,0.0,78.0,62.983334,0.0,78.0,62.983334,0.0,78.0,62.983334,0.0,78.0,35.0,22.0,29.75,31.0,4.0,0.0,0.0,0.0,3,228,127,66,115,-1,-1,-1,115,7,-1,534,111,6,55,-1,1,1,1.0
2,31,2,1,1,54.55,61.183334,60.5,38.5,0.0,42.5,43.50714,21.226667,51.316666,42.0,9.5,51.241665,22.0,1.0,9.176471,9.0,31.0,0.0,0.0,0.0,2,524,22,66,118,-1,-1,-1,118,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,24,2,1,1,70.5,39.0,100.0,48.5,0.0,66.0,61.994446,13.863636,78.49722,65.48333,0.51666665,79.0,38.0,11.0,22.956522,24.0,24.0,0.0,0.0,0.0,2,289,127,66,115,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,3,1,1,1,49.0,0.5,0.0,49.0,0.5,0.0,49.0,0.5,0.0,49.0,0.5,0.0,35.0,22.0,30.0,33.0,3.0,0.0,0.0,0.0,2,476,127,66,115,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,3,1,1,1,49.0,0.5,0.0,49.0,0.5,0.0,49.0,0.5,0.0,49.0,0.5,0.0,35.0,22.0,30.0,33.0,3.0,0.0,0.0,0.0,2,476,127,66,114,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,24,2,1,1,70.0,310.28333,81.5,50.0,0.5,59.0,61.663887,41.355556,74.827774,62.0,11.0,79.23333,35.0,7.0,21.619047,24.0,24.0,0.0,0.0,0.0,2,476,127,66,115,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,18,1,1,1,58.0,72.566666,60.0,50.333332,10.333333,45.666668,54.75,32.854168,56.32,55.333332,25.275,59.316666,18.0,1.0,10.928572,11.5,18.0,0.0,0.0,0.0,2,274,86,15,137,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,26,2,1,1,57.65,61.616665,70.333336,42.666668,11.0,48.65,50.661903,26.065277,56.497223,53.333332,16.158333,55.833332,24.0,1.0,11.6,14.0,26.0,0.0,0.0,0.0,2,300,86,15,137,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,25,2,1,1,62.983334,56.95,62.0,47.983334,5.0,46.0,56.41111,23.956944,55.5,58.25,14.25,56.25,24.0,1.0,9.928572,9.0,25.0,0.0,0.0,0.0,2,326,86,15,137,-1,-1,-1,137,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,42,2,1,1,38.0,35.0,34.5,25.5,5.0,23.5,31.495,20.105833,29.70303,30.491667,20.0,30.95,44.0,1.0,17.653847,17.0,42.0,0.0,0.0,0.0,2,409,85,123,138,-1,-1,-1,138,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,32,1,1,1,32.0,38.0,36.5,22.0,3.0,25.0,27.185417,19.881111,32.427082,27.25,19.533333,32.475,31.0,1.0,11.571428,11.0,32.0,0.0,0.0,0.0,2,379,85,123,138,-1,-1,-1,138,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,41,2,1,1,45.7,54.833332,39.333332,31.2,0.43333334,27.9,38.931667,19.388334,33.008335,39.333332,15.5,33.325,30.0,5.0,16.02564,16.0,41.0,0.0,0.0,0.0,2,404,59,142,90,-1,-1,-1,90,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,24,1,1,1,54.0,49.5,59.5,38.5,6.0,50.0,44.983334,21.418182,54.244446,44.5,10.0,53.491665,18.0,1.0,9.25,10.0,24.0,0.0,0.0,0.0,2,536,22,66,118,-1,-1,-1,118,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,20,2,1,1,76.816666,84.066666,84.166664,57.4,0.0,0.0,70.24333,36.405556,61.293335,70.15,39.033333,70.46667,40.0,4.0,16.0,14.0,20.0,0.0,0.0,0.0,2,170,112,64,116,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,2,616,112,64,116,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,20,1,1,1,74.48333,334.11667,84.5,58.5,0.0,72.5,69.69666,57.821667,78.4,73.0,21.25,76.0,40.0,1.0,17.82353,18.0,20.0,0.0,0.0,0.0,2,616,112,64,116,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,8,2,1,1,73.833336,335.13333,264.35,73.833336,0.0,55.8,73.833336,135.26111,135.73889,73.833336,70.65,87.066666,25.0,11.0,16.333334,13.0,8.0,0.0,0.0,0.0,2,183,112,64,116,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,17,2,1,1,120.183334,105.21667,95.36667,59.75,0.0,0.0,86.272224,36.275,70.60333,78.88333,17.808332,82.71667,27.0,8.0,17.058823,15.0,17.0,0.0,0.0,0.0,2,201,112,64,116,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,2,1,1,1,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,24.0,24.0,24.0,24.0,2.0,0.0,0.0,0.0,2,399,85,16,139,-1,-1,-1,139,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,43,2,1,1,32.983334,339.88333,27.0,28.0,2.5,19.0,29.948334,38.742424,24.25909,30.25,19.833334,24.5,31.0,1.0,14.033334,12.0,43.0,0.0,0.0,0.0,2,399,85,16,139,-1,-1,-1,139,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,28,1,1,1,31.483334,60.0,25.0,30.0,4.0,22.0,30.926191,24.652565,24.357143,31.0,4.5,24.5,35.0,1.0,22.4,25.0,28.0,0.0,0.0,0.0,2,393,85,16,139,-1,-1,-1,139,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,16,1,1,1,75.73333,48.916668,86.03333,63.75,0.0,75.75,72.4875,19.395239,83.29583,75.23333,0.41666666,85.7,35.0,4.0,21.714285,22.0,16.0,0.0,0.0,0.0,2,205,112,64,116,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,19,2,1,1,74.98333,60.0,85.0,71.48333,0.0,69.0,73.35833,23.444445,77.0,73.48333,24.0,76.0,35.0,1.0,16.615385,18.0,19.0,0.0,0.0,0.0,2,523,112,64,116,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,28,2,1,1,55.716667,55.2,50.0,45.0,0.5,34.0,50.08095,20.810257,44.057144,50.183334,1.5,44.95,42.0,1.0,20.461538,22.0,28.0,0.0,0.0,0.0,2,402,21,65,140,-1,-1,-1,140,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,28,2,1,1,70.433334,195.66667,49.166668,31.85,0.5,33.5,49.97381,30.196154,42.00476,50.466667,1.5,43.45,42.0,5.0,22.958334,24.0,28.0,0.0,0.0,0.0,2,389,21,65,140,-1,-1,-1,140,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,12,1,1,1,130.06667,65.48333,4.0,85.5,0.0,3.0,112.327774,23.296667,3.5,121.416664,0.5,3.5,53.0,5.0,33.1,42.0,12.0,0.0,0.0,0.0,2,353,111,110,80,-1,-1,-1,80,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,74,2,1,1,15.0,37.183334,15.0,9.0,0.5,7.5,11.776852,16.890741,12.44386,11.5,3.0,12.5,38.0,1.0,19.758621,23.0,74.0,0.0,0.0,0.0,2,374,43,118,82,-1,-1,-1,82,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,36,1,1,1,33.0,48.0,28.0,19.0,4.5,22.5,24.722221,21.32157,24.442593,25.5,9.5,24.0,29.0,1.0,12.323529,12.0,36.0,0.0,0.0,0.0,2,510,81,90,164,-1,-1,-1,164,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,40,2,1,1,36.5,106.98333,36.5,20.5,5.5,25.0,30.05,23.57807,31.446667,31.0,17.0,31.75,29.0,1.0,17.318182,18.0,40.0,0.0,0.0,0.0,2,541,19,90,117,-1,-1,-1,117,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,1.0,0.0,0.0,0.0,2,582,19,90,117,-1,-1,-1,117,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,32,1,1,1,43.5,349.53333,40.0,22.983334,2.5,27.5,32.86875,38.627083,35.3125,33.0,13.5,36.75,27.0,1.0,15.95,16.0,32.0,0.0,0.0,0.0,2,582,19,90,117,-1,-1,-1,117,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,28,1,1,1,30.0,63.0,29.0,23.983334,1.5,10.5,27.283333,27.266666,23.571428,28.0,5.5,27.5,33.0,1.0,12.590909,11.0,28.0,0.0,0.0,0.0,2,411,89,69,141,-1,-1,-1,141,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,16,1,1,1,81.98333,66.88333,77.0,62.5,1.0,53.983334,75.24167,23.37143,65.729164,78.24167,6.5,65.96667,44.0,5.0,17.166666,11.5,16.0,0.0,0.0,0.0,2,417,8,65,142,-1,-1,-1,142,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,15,2,1,1,67.0,161.93333,73.21667,54.0,1.5,60.5,60.833332,64.066666,65.925,61.5,68.4,64.99167,46.0,14.0,27.142857,27.0,15.0,0.0,0.0,0.0,2,318,8,65,142,-1,-1,-1,142,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,20,2,1,1,93.5,65.416664,74.48333,64.48333,2.0,53.5,77.19666,27.475925,63.59667,78.5,7.5,63.0,48.0,9.0,24.125,20.0,20.0,0.0,0.0,0.0,2,319,8,65,142,-1,-1,-1,142,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,10,1,1,1,62.566666,39.816666,49.0,50.716667,0.5,48.0,56.641666,17.308332,48.5,56.641666,14.458333,48.5,25.0,9.0,20.625,22.0,10.0,0.0,0.0,0.0,2,218,21,65,140,-1,-1,-1,140,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,20,1,1,1,91.46667,63.533333,79.583336,70.416664,0.48333332,61.916668,80.136665,15.303703,69.36667,75.85,3.0833333,70.0,43.0,2.0,16.0,17.0,20.0,0.0,0.0,0.0,2,153,8,65,142,-1,-1,-1,142,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,48,2,1,1,29.0,57.5,26.0,19.5,5.5,20.0,23.708334,22.411594,23.623611,23.25,11.0,24.0,35.0,1.0,19.057142,18.0,48.0,0.0,0.0,0.0,2,540,81,90,164,-1,-1,-1,164,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,8,1,1,1,41.0,32.5,48.5,40.5,10.0,35.45,40.75,20.5,41.975,40.75,19.0,41.975,25.0,1.0,12.333333,11.0,8.0,0.0,0.0,0.0,3,581,22,66,118,-1,-1,-1,118,2,-1,536,114,0,286,-1,1,1,1.0
2,23,2,1,1,70.5,45.0,81.0,50.0,0.0,59.0,63.8,17.772728,75.994446,69.5,0.5,80.23333,38.0,11.0,26.782608,29.0,23.0,0.0,0.0,0.0,2,463,127,66,115,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,24,1,1,1,48.0,49.0,96.8,42.483334,3.5,49.95,45.494446,16.913637,58.947224,45.991665,6.5,50.725,42.0,1.0,9.3529415,7.0,24.0,0.0,0.0,0.0,2,506,22,66,118,-1,-1,-1,118,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,20,2,1,1,79.98333,99.5,77.5,66.98333,2.0,55.5,73.49,30.166666,65.496666,73.5,4.5,63.0,29.0,1.0,14.777778,14.0,20.0,0.0,0.0,0.0,2,180,8,65,142,-1,-1,-1,142,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,16,1,1,1,91.98333,49.0,79.5,78.0,0.5,59.0,82.86667,17.642857,71.245834,80.74167,5.0,73.24167,33.0,1.0,14.111111,12.0,16.0,0.0,0.0,0.0,2,302,8,65,142,-1,-1,-1,142,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,4,1,1,1,85.61667,5.4333334,69.23333,85.61667,5.4333334,69.23333,85.61667,5.4333334,69.23333,85.61667,5.4333334,69.23333,20.0,6.0,13.666667,15.0,4.0,0.0,0.0,0.0,3,191,8,65,142,-1,-1,-1,142,10,-1,525,11,10,459,-1,1,1,1.0
5,12,2,1,1,70.5,50.866665,65.433334,49.5,4.5,50.0,59.833332,25.57,59.644444,59.5,11.5,63.5,25.0,3.0,11.444445,12.0,12.0,0.0,0.0,0.0,3,380,12,94,81,-1,-1,-1,81,10,-1,540,33,12,317,-1,1,1,1.0
2,48,2,1,1,33.5,30.0,34.0,26.5,4.5,25.0,29.247223,15.027536,29.529167,29.0,7.5,30.0,46.0,1.0,18.0,14.0,48.0,0.0,0.0,0.0,2,472,93,24,119,-1,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,38,2,1,1,32.5,49.483334,34.983334,26.5,2.5,24.5,29.220371,17.014814,29.62,30.0,15.5,30.25,42.0,1.0,19.846153,20.0,38.0,0.0,0.0,0.0,2,466,93,24,119,-1,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,80,2,1,1,13.483334,82.3,8.283334,4.8,2.3666666,5.016667,9.143333,15.294444,5.7975,9.491667,5.766667,5.675,55.0,1.0,27.75,28.5,80.0,0.0,0.0,0.0,2,131,47,92,58,-1,-1,-1,58,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,24,2,1,1,71.13333,63.566666,85.833336,53.283333,0.0,55.516666,62.502777,21.648485,69.81389,63.466667,10.016666,69.75,40.0,5.0,15.421053,13.0,24.0,0.0,0.0,0.0,2,137,88,101,143,-1,-1,-1,143,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,16,1,1,1,73.11667,62.833332,76.11667,61.016666,0.0,50.866665,66.0125,21.511906,68.0375,64.958336,5.233333,72.583336,22.0,8.0,15.615385,15.0,16.0,0.0,0.0,0.0,2,144,88,101,143,-1,-1,-1,143,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,16,1,1,1,71.11667,46.1,77.03333,56.316666,0.0,48.166668,65.29583,16.630953,64.808334,66.875,9.05,67.01667,35.0,8.0,18.916666,17.0,16.0,0.0,0.0,0.0,2,136,88,101,143,-1,-1,-1,143,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,0.0,2,96,88,101,143,-1,-1,-1,143,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,32,2,1,1,31.716667,50.366665,70.85,28.8,0.0,35.866665,30.141666,19.96889,42.439583,30.108334,4.766667,39.3,45.0,5.0,17.464285,14.0,32.0,0.0,0.0,0.0,2,503,39,51,120,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,20,1,1,1,70.5,40.0,82.98333,50.483334,0.0,61.0,62.896667,14.72037,77.29667,67.0,1.5,81.0,37.0,11.0,20.61111,18.0,20.0,0.0,0.0,0.0,2,475,127,66,115,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,1.0,0.0,0.0,0.0,2,502,127,66,115,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,32,2,1,1,30.5,393.15,46.75,29.5,0.5,34.483334,30.125,45.665627,38.833332,30.0,20.5,38.25,40.0,1.0,22.1,23.0,32.0,0.0,0.0,0.0,2,502,39,51,120,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,36,2,1,1,33.0,70.0,44.0,25.0,1.0,34.5,30.051851,22.35098,38.833332,30.0,4.5,37.5,48.0,3.0,21.25,21.0,36.0,0.0,0.0,0.0,2,501,39,51,120,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,10,1,1,1,74.333336,50.316666,81.2,60.433334,4.85,69.71667,68.32222,23.504168,75.458336,70.2,19.425,75.458336,33.0,2.0,14.777778,14.0,10.0,0.0,0.0,0.0,2,135,88,101,143,-1,-1,-1,143,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,16,1,1,1,75.98333,55.216667,75.666664,56.483334,2.3166666,62.8,66.42083,20.145239,71.24167,66.60833,9.433333,73.25,22.0,1.0,13.076923,13.0,16.0,0.0,0.0,0.0,2,150,88,101,143,-1,-1,-1,143,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,16,1,1,1,67.03333,46.366665,73.083336,58.0,1.9166666,67.51667,63.854168,21.402382,70.42917,65.191666,7.8333335,70.558334,27.0,1.0,17.428572,18.5,16.0,0.0,0.0,0.0,2,121,88,101,143,-1,-1,-1,143,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
5,16,1,1,1,79.833336,40.433334,80.88333,60.766666,1.0666667,54.716667,70.26667,16.814285,71.46667,70.23333,5.016667,75.13333,26.0,3.0,12.833333,14.0,16.0,0.0,0.0,0.0,2,133,88,101,143,-1,-1,-1,143,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,4,1,1,1,55.5,4.5,71.0,55.5,4.5,71.0,55.5,4.5,71.0,55.5,4.5,71.0,29.0,24.0,26.666666,27.0,4.0,0.0,0.0,0.0,2,489,74,48,123,-1,-1,-1,123,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,4,1,1,1,55.5,4.5,71.0,55.5,4.5,71.0,55.5,4.5,71.0,55.5,4.5,71.0,29.0,24.0,26.666666,27.0,4.0,0.0,0.0,0.0,2,489,74,48,124,-1,-1,-1,123,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,28,1,1,1,23.0,109.76667,28.5,19.5,7.0,25.5,21.49762,26.160715,26.714285,22.0,21.0,26.5,48.0,1.0,22.619047,18.0,28.0,0.0,0.0,0.0,2,489,75,134,123,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,28,1,1,1,23.0,109.76667,28.5,19.5,7.0,25.5,21.49762,26.160715,26.714285,22.0,21.0,26.5,48.0,1.0,22.619047,18.0,28.0,0.0,0.0,0.0,2,489,75,134,124,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,32,2,1,1,54.5,54.5,55.0,37.0,0.0,36.0,46.745834,17.133333,42.683334,47.241665,1.5,42.491665,46.0,11.0,28.04,29.0,32.0,0.0,0.0,0.0,2,509,10,74,121,-1,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
2,16,1,1,1,52.983334,299.26666,65.75,42.5,0.76666665,40.983334,48.616665,49.647617,50.620834,49.491665,1.75,47.875,35.0,7.0,19.133333,16.0,16.0,0.0,0.0,0.0,2,471,10,74,121,-1,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,0,0,1.0
