depot_id,ttl_td_id,ttl_captain_id,ttl_point_a,ttl_point_b,max_diff_minutes_from_point_a,max_diff_minutes_idle_mode,max_diff_minutes_to_point_a,min_diff_minutes_from_point_a,min_diff_minutes_idle_mode,min_diff_minutes_to_point_a,avg_diff_minutes_from_point_a,avg_diff_minutes_idle_mode,avg_diff_minutes_to_point_a,med_diff_minutes_from_point_a,med_diff_minutes_idle_mode,med_diff_minutes_to_point_a,max_speed,min_speed,avg_speed,med_speed,ttl_td_completed,WaktuSebelumProblem,WaktuSebelumInspection,WaktuDiambikUtkRepair,labelencoded,busencoded,point_aencoded,point_bencoded,line_id_yencoded,br_idencoded,br_repair_statusencoded,br_entry_statusencoded,line_id_x_en,rtd_cause_en,br_ttl_days_en,rtd_id_en,route_id_en,bus_model_id_en,driver_id_en,capt_id_en,newlabel_en
4,20,1,1,1,56.4,70.41666666666667,50.583333333333336,39.36666666666667,19.066666666666663,39.91666666666666,49.61333333333333,37.82037037037037,45.49333333333333,55.333333333333336,32.95,45.766666666666666,74.0,10.0,31.57894736842105,30.0,20.0,0.0,0.0,0.0,2,82,77,64,129,-1,-1,-1,129,-1,-1,-1,-1,-1,-1,-1,0
4,10,1,1,1,44.46666666666667,205.25,95.76666666666668,38.68333333333333,1.6666666666666667,48.38333333333333,41.575,75.15416666666667,67.46666666666665,41.575,46.85,58.25,54.0,10.0,23.75,19.0,10.0,0.0,0.0,0.0,2,69,77,64,129,-1,-1,-1,129,-1,-1,-1,-1,-1,-1,-1,0
4,30,2,1,1,92.85,111.26666666666668,64.28333333333333,35.63333333333333,0.0,35.416666666666664,57.67380952380952,21.353571428571428,49.77708333333333,52.13333333333333,0.3833333333333333,51.96666666666667,51.0,7.0,22.115384615384617,17.0,30.0,0.0,0.0,0.0,2,592,44,64,131,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,0
4,30,2,1,1,74.96666666666667,59.36666666666667,51.45,40.81666666666667,0.0,0.0,56.55952380952381,21.22023809523809,42.49375,55.016666666666666,12.641666666666667,48.05833333333334,39.0,5.0,21.79310344827586,22.0,30.0,0.0,0.0,0.0,2,171,44,64,131,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,0
4,24,2,1,1,87.78333333333333,123.5,63.21666666666667,31.683333333333334,0.0,41.31666666666667,55.16944444444445,25.77272727272728,49.01666666666667,44.3,0.6166666666666667,46.21666666666667,44.0,2.0,23.217391304347824,25.0,24.0,0.0,0.0,0.0,2,186,44,64,131,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,0
4,16,1,1,1,58.0,422.9666666666666,51.5,29.516666666666666,2.5,24.5,43.75,76.56428571428572,41.25,43.74166666666667,4.0,44.5,33.0,1.0,11.733333333333333,7.0,16.0,0.0,0.0,0.0,2,584,76,141,133,-1,-1,-1,133,-1,-1,-1,-1,-1,-1,-1,0
4,32,2,1,1,55.35,48.7,53.45,35.21666666666667,2.2666666666666666,28.966666666666665,42.9375,19.793333333333333,44.829166666666666,40.50833333333333,5.55,48.391666666666666,27.0,3.0,13.36,14.0,32.0,0.0,0.0,0.0,2,627,76,141,133,-1,-1,-1,133,-1,-1,-1,-1,-1,-1,-1,0
4,30,2,1,1,53.43333333333333,49.21666666666667,70.0,30.48333333333333,0.7,45.03333333333333,41.59047619047619,20.67619047619048,54.86458333333333,41.55,15.483333333333334,53.74166666666667,46.0,1.0,19.17241379310345,16.0,30.0,0.0,0.0,0.0,2,118,78,81,134,-1,-1,-1,134,-1,-1,-1,-1,-1,-1,-1,0
4,24,2,1,1,44.766666666666666,90.28333333333332,53.73333333333333,30.433333333333334,0.0,43.98333333333333,39.25277777777777,27.05909090909091,48.213888888888896,41.80833333333334,2.8,47.11666666666667,68.0,10.0,24.047619047619047,20.0,24.0,0.0,0.0,0.0,2,104,78,81,134,-1,-1,-1,134,-1,-1,-1,-1,-1,-1,-1,0
4,28,1,1,1,51.95,125.81666666666666,71.38333333333334,33.166666666666664,1.6666666666666667,52.016666666666666,42.87619047619047,24.01153846153846,61.82857142857143,41.68333333333333,3.25,63.81666666666667,39.0,8.0,20.925925925925927,17.0,28.0,0.0,0.0,0.0,2,138,78,81,134,-1,-1,-1,134,-1,-1,-1,-1,-1,-1,-1,0
4,28,2,1,1,55.95,48.31666666666667,72.21666666666667,36.333333333333336,0.0,49.03333333333333,47.15476190476191,16.103846153846153,62.01904761904762,47.45,6.066666666666666,64.86666666666666,49.0,6.0,17.214285714285715,16.5,28.0,0.0,0.0,0.0,2,100,78,81,134,-1,-1,-1,134,-1,-1,-1,-1,-1,-1,-1,0
4,26,2,1,1,50.333333333333336,159.15,84.4,28.616666666666667,3.0166666666666666,34.75,35.925000000000004,33.09444444444444,54.5452380952381,31.766666666666666,12.391666666666666,44.63333333333333,21.0,1.0,12.434782608695652,13.0,26.0,0.0,0.0,0.0,2,621,107,81,135,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,0
4,24,2,1,1,58.03333333333333,333.56666666666666,55.9,24.78333333333333,0.4166666666666667,22.116666666666667,35.730555555555554,50.8909090909091,43.202777777777776,27.975,5.266666666666667,44.40833333333333,38.0,5.0,15.782608695652174,15.0,24.0,0.0,0.0,0.0,3,647,107,81,135,-1,-1,-1,135,10,-1,26,14,1,334,-1,1
4,22,2,1,1,45.36666666666667,54.21666666666667,51.56666666666667,33.983333333333334,0.0,37.21666666666667,41.516666666666666,25.548333333333336,44.28055555555556,43.85,25.425,45.11666666666667,22.0,4.0,12.55,12.0,22.0,0.0,-1.0,0.0,1,533,107,81,135,17,3,38,135,-1,3,-1,-1,-1,-1,-1,1
4,22,2,1,1,45.36666666666667,54.21666666666667,51.56666666666667,33.983333333333334,0.0,37.21666666666667,41.516666666666666,25.548333333333336,44.28055555555556,43.85,25.425,45.11666666666667,22.0,4.0,12.55,12.0,22.0,0.0,-1.0,0.0,1,533,107,81,135,26,3,38,135,-1,3,-1,-1,-1,-1,-1,1
4,14,2,1,1,52.71666666666667,517.7,43.45,25.7,1.0333333333333334,35.55,34.30833333333334,106.31666666666666,39.70555555555556,29.40833333333333,27.325,40.11666666666667,24.0,3.0,12.538461538461538,12.0,14.0,0.0,0.0,0.0,3,611,107,81,135,-1,-1,-1,135,5,-1,14,14,1,495,-1,1
4,50,1,1,1,17.366666666666667,87.25,19.23333333333333,0.0,0.85,13.866666666666667,14.059722222222222,18.70625,16.643589743589743,14.916666666666666,11.55,16.683333333333334,32.0,4.0,14.62162162162162,15.0,50.0,0.0,0.0,0.0,2,572,4,71,135,-1,-1,-1,75,-1,-1,-1,-1,-1,-1,-1,0
4,50,1,1,1,17.366666666666667,87.25,19.23333333333333,0.0,0.85,13.866666666666667,14.059722222222222,18.70625,16.643589743589743,14.916666666666666,11.55,16.683333333333334,32.0,4.0,14.62162162162162,15.0,50.0,0.0,0.0,0.0,2,572,4,71,75,-1,-1,-1,75,-1,-1,-1,-1,-1,-1,-1,0
4,2,1,1,1,35.13333333333333,175.43333333333334,0.0,35.13333333333333,175.43333333333334,0.0,35.13333333333333,175.43333333333334,0.0,35.13333333333333,175.43333333333334,0.0,19.0,11.0,15.0,15.0,2.0,0.0,0.0,0.0,2,572,107,81,135,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,0
4,2,1,1,1,35.13333333333333,175.43333333333334,0.0,35.13333333333333,175.43333333333334,0.0,35.13333333333333,175.43333333333334,0.0,35.13333333333333,175.43333333333334,0.0,19.0,11.0,15.0,15.0,2.0,0.0,0.0,0.0,2,572,107,81,75,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,0
4,34,2,1,1,32.0,59.0,41.0,25.5,0.5,28.0,29.0625,24.215625,34.22222222222222,29.25,13.5,34.5,42.0,1.0,24.1,25.0,34.0,0.0,0.0,0.0,2,630,31,132,27,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,0
4,28,2,1,1,36.15,59.98333333333333,42.7,27.73333333333333,0.0,29.5,32.00238095238095,24.516666666666666,35.28333333333334,30.216666666666665,21.383333333333333,35.666666666666664,41.0,5.0,20.0,16.5,28.0,0.0,0.0,0.0,2,623,31,132,27,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,0
4,30,1,1,1,35.016666666666666,61.38333333333333,37.6,25.78333333333333,0.4333333333333333,27.966666666666665,30.51904761904762,24.55595238095238,32.80625,28.73333333333333,8.441666666666666,32.8,41.0,2.0,18.344827586206897,16.0,30.0,0.0,0.0,0.0,2,642,31,132,27,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,0
4,30,1,1,1,38.35,60.2,41.96666666666667,28.0,0.4166666666666667,28.266666666666666,31.61190476190476,23.89880952380952,35.260416666666664,31.33333333333333,12.083333333333334,35.63333333333333,44.0,8.0,22.166666666666668,24.0,30.0,0.0,0.0,0.0,2,612,31,132,27,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,0
4,2,1,1,1,0.0,0.0,20.5,0.0,0.0,20.5,0.0,0.0,20.5,0.0,0.0,20.5,18.0,7.0,12.5,12.5,2.0,0.0,0.0,0.0,3,635,52,18,34,-1,-1,-1,34,0,-1,0,85,1,206,-1,1
4,38,2,1,1,22.8,38.06666666666667,27.75,18.816666666666663,5.116666666666666,20.8,20.79074074074074,21.33148148148148,23.11833333333333,20.4,16.766666666666666,22.683333333333334,26.0,4.0,14.91891891891892,15.0,38.0,0.0,0.0,0.0,2,645,52,18,34,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,0
4,46,2,1,1,24.48333333333333,37.18333333333333,29.433333333333334,19.216666666666665,5.65,20.05,21.26515151515152,19.118181818181817,23.19027777777778,21.616666666666667,15.483333333333334,23.116666666666667,30.0,3.0,16.285714285714285,16.0,46.0,0.0,0.0,0.0,2,625,52,18,34,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,0
4,38,1,1,1,23.78333333333333,36.7,25.35,18.066666666666663,2.083333333333333,19.75,20.814814814814817,19.532407407407405,22.565,21.5,17.358333333333334,22.941666666666663,32.0,4.0,16.657894736842106,16.5,38.0,0.0,0.0,0.0,2,640,52,18,34,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,0
4,54,1,1,1,36.4,69.93333333333334,24.58333333333333,21.15,0.0,19.266666666666666,26.496153846153845,10.605128205128208,21.57261904761905,23.716666666666665,2.5666666666666664,21.4,30.0,4.0,15.62962962962963,15.5,54.0,0.0,0.0,0.0,2,650,79,35,38,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,0
