route_id,route_no,route_no_cbts,route_origin,route_destination,route_type,route_category,route_service,route_corridor,route_name,route_desc,route_dist_in,route_dist_out,state_id,depot_id,status,freq_min,freq_max,total_km,km_per_trip,travel_time,deadmileage,line_id,zone,pis_profile
602,SEWA KHAS,,,,OTHER,Normal,RAPID,,,Bas yang disewakan khas untuk kegunaan lain,,,1,4,1,,,0,,,0,,0,
603,SEWA KHAS,,,,0,Normal,RAPID,,,Bas yang disewakan khas untuk kegunaan lain,,,1,6,1,,,0,,,0,,0,
604,SEWA KHAS,,,,0,Normal,RAPID,,,Bas yang disewakan khas untuk kegunaan lain,,,1,8,1,,,0,,,0,,0,
605,SEWA KHAS,,,,0,Normal,RAPID,,,Bas yang disewakan khas untuk kegunaan lain,,,1,9,1,,,0,,,0,,0,
606,T303,T3030,AMPANG POINT,STESEN LRT PANDAN INDAH,TEMPATAN,Normal,RAPID,,AJ108 AMPANG POINT (OPP) :: FLAT TMN BAKTI (OPP),Ampang Point ~ Stesen LRT Pandan Indah,,8800.0,1,4,1,30.0,30.0,8.8,8.8,40.0,12,T303002,1,
607,R-T790,,,,OTHER,Normal,RAPID,,,LRT Taman Paramount ~ Mid Valley,,,1,0,0,,,,,,,,0,
608,BET8,R0080,,,,Normal,RAPID,,SEMENYIH SENTRAL :: HUB LEBUH PUDU,Semenyih Sentral ~ Pasar Seni,,,1,5,0,,,49.5,25.0,,20.5,,0,
609,13,13,P.TERUBONG,TESCO,UTAMA,Normal,RAPID,,,Paya Terubong ~ Tesco Jalan Tengku Kudin,,,5,12,1,,,28.6,14.3,,15.4,,0,
610,707,707,BKT.MERTAJAM,TMN.PELANGI,UTAMA,Normal,RAPID,,,Bukit Mertajam ~ Taman Pelangi ,,,5,15,1,,,34.9,17.45,,20.6,,0,
611,SEWA KHAS,,,,OTHER,Normal,RAPID,,,Bas yang disewakan khas untuk kegunaan lain,,,1,7,1,,,0,,,0,,0,
612,Training,,,,,Normal,RAPID,,,Bus Academy ,,,1,0,1,,,,,,,,0,
613,541,U5410,PUTRA PERMAI,STESEN LRT BK 5,UTAMA,Normal,RAPID,,TERMINAL PUTRA PERMAI :: LRT BK 5,Putra Permai ~ Stesen LRT BK 5,12000.0,13500.0,1,5,1,,,25,13.0,,24,,0,
614,T570,T5700,,,TEMPATAN,Normal,RAPID,,MARDI :: KTM KOMUTER SERDANG,UPM ~ KTM Serdang,,,1,5,0,,,20.5,18.0,,14.5,,0,
615,T601,T6010,PUCHONG UTAMA,PUCHONG PRIMA,TEMPATAN,Normal,RAPID,,TERMINAL PUCHONG UTAMA :: SJ275 PANGSAPURI MELOR,Puchong Utama ~ Puchong Prima,8300.0,8200.0,1,5,1,,,15.5,7.9,,40,,0,
616,T602,T6020,PUCHONG UTAMA,TAMAN SAUJANA PUCHONG,TEMPATAN,Normal,RAPID,,TERMINAL PUCHONG UTAMA :: SP 10,Puchong Utama ~ Taman Saujana Puchong,,13000.0,1,5,1,,,13,13.0,,40,,0,
617,671,U6710,,,0,Normal,RAPID,,,Pangsapuri Enggang ~ Pasar Seni,,,1,6,0,,,23.6,,,,,0,
618,RKM 1,RKM 1,,,UTAMA,Normal,RAPID,,,Kamunting - Taiping,,,5,19,0,,,25,25.0,,50,,0,
619,RKM 2,RKM 2,,,UTAMA,Normal,RAPID,,,Warisan Loop,,,5,19,0,,,12,12.0,,24,,0,
620,T584,T5840,,,TEMPATAN,Normal,RAPID,,KL764 TERMINAL DESA PETALING :: KL811 KG SRI INDAH,Desa Petaling ~ LRT Salak Selatan,,,1,5,0,,,,14.0,,,,0,
623,SEWA KHAS,SK,,,0,Shuttle,SH_OTHER,,,Bas yang disewakan khas untuk kegunaan lain,,,5,11,1,,,,,,,,0,
624,SEWA KHAS,SK,,,0,Shuttle,SH_OTHER,,,Bas yang disewakan khas untuk kegunaan lain,,,5,12,1,,,,,,,,0,
625,SEWA KHAS,SK,,,0,Shuttle,SH_OTHER,,,Bas yang disewakan khas untuk kegunaan lain,,,5,13,1,,,,,,,,0,
626,SEWA KHAS,SK,,,0,Shuttle,SH_OTHER,,,Bas yang disewakan khas untuk kegunaan lain,,,5,14,1,,,,,,,,0,
627,SEWA KHAS,SK,,,0,Shuttle,SH_OTHER,,,Bas yang disewakan khas untuk kegunaan lain,,,5,15,1,,,,,,,,0,
628,SEWA KHAS,SK,,,0,Shuttle,SH_OTHER,,,Bas yang disewakan khas untuk kegunaan lain,,,5,16,1,,,,,,,,0,
629,T604,T6040,STESEN LRT PERINDUSTRIAN PUCHONG,TAMAN KINRARA,TEMPATAN,Normal,RAPID,,LRT PERINDUSTRIAN PUCHONG :: LRT PUSAT BANDAR PUCHONG,Stesen LRT Perindustrian Puchong ~ Taman Kinrara,13000.0,12200.0,1,5,1,,,23.9,12.7,,40,,0,
630,T605,T6050,STESEN LRT BANDAR PUTERI,BANDAR PUTERI,TEMPATAN,Normal,RAPID,,LRT BANDAR PUTERI :: PUTERI 11,Stesen LRT Bandar Puteri ~ Bandar Puteri,,8000.0,1,5,1,,,8,0.0,,40,,0,
631,T304,T3040,HAB BUKIT INDAH,AMPANG POINT VIA JALAN AMPANG,TEMPATAN,Normal,RAPID,,HAB BUKIT INDAH :: AJ182 AMPANG POINT,Hab Bukit Indah ~ Ampang Point via Jalan Ampang,,9600.0,1,4,1,,,9.6,9.6,,16,,0,
632,540,U5400,PUTRA PERMAI,STESEN KTM SERDANG,UTAMA,Normal,RAPID,,TERMINAL :: SJ183 TAMAN UNIVERSITI INDAH (TIMUR),Putra Permai ~ Stesen KTM Serdang,,21000.0,1,5,1,,,21,21.0,,20,,0,
633,T571,T5710,TAMAN SRI PULAI,STESEN KTM SERDANG,TEMPATAN,Normal,RAPID,,SJ595 KTM KOMUTER SERDANG (OPP) :: FLAT SRI PULAI (OPP),Taman Sri Pulai ~ Stesen KTM Serdang,,10600.0,1,5,1,,,10.6,10.6,,9,,0,
634,570,U5700,,,UTAMA,Normal,RAPID,,SJ142 STADIUM SERDANG JAYA :: LRT BKT JALIL (OPP),Serdang Jaya ~ LRT Bukit Jalil,,,1,5,0,,,22.3,13.0,,,,0,
638,SPG1,S0050,,,SS,Shuttle,SS_MPSP,,KLINIK KESIHATAN TG SEPAT :: ERL SALAK TINGGI,Tg Sepat ~ ERL Salak Tinggi via KLIA2 & Mitsui,,,1,7,0,,,111,56.0,,n/a,,0,
639,BTG1,S0060,HENTIAN BANTING,"MITSUI OUTLET , KLIA 2",SS,Shuttle,SS_MDKL,,HENTIAN BANTING :: MITSUI,"Hentian Banting ~ Mitsui Outlet , KLIA 2",31000.0,31000.0,1,7,1,,,,0.0,,n/a,,0,
640,MPS1,S0070,,,0,Shuttle,SS_MPS,,,Selayang Mutiara ~ LRT Gombak (2way: 54km),,,1,1,0,,,21,29.0,,,,0,
641,SPG2,S5000,,,SS,Shuttle,SS_MPSP,,PUSAT PENJAJA TMN SEROJA :: DOWNTOWN KLIA,Bdr Baru Salak Tinggi ~ ERL Salak Tinggi via KLIA 2,,,1,7,0,,,67,67.0,,n/a,,0,
642,602,U6020,,,0,Normal,RAPID,,,Puchong Prima – Pasar Seni,,,1,6,0,,,,,,,,0,
643,600-T,U6001,,,UTAMA,Normal,RAPID,,,-,,,1,5,0,,,,,,,,0,
644,BLUE,S0090,,,GOKL,Shuttle,GoKL,,Terminal Bas Jln Tun Razak ~ Bukit Bintang,Terminal Bas Jln Tun Razak ~ Bukit Bintang,,,1,1,0,45.0,60.0,12,15.0,60.0,,S009002,1,
645,RED,S0080,,,GOKL,Shuttle,GoKL,,Terminal Bas Jln Tun Razak ~ KL Sentral,Terminal Bas Jln Tun Razak ~ KL Sentral,,,1,1,0,45.0,60.0,13,15.0,60.0,,S008002,1,
646,T600,T6000,STESEN LRT IOI PUCHONG,TAMAN WAWASAN,TEMPATAN,Normal,RAPID,,LRT PUSAT BANDAR PUCHONG :: APT CASA PUTERI,Stesen LRT IOI Puchong ~ Taman Wawasan,,13100.0,1,5,1,,,13.1,13.1,,28,,0,
647,T603,T6030,STESEN LRT PUCHONG PRIMA,TAMAN MAS SEPANG,TEMPATAN,Normal,RAPID,,PJ272 LRT PUCHONG PRIMA :: 99 SPEEDMART TMN PUTRA PRIMA,Stesen LRT Puchong Prima ~ Taman Mas Sepang,,11600.0,1,5,1,,,11.6,11.6,,40,,0,
648,T782,T7820,,,TEMPATAN,Normal,RAPID,,,LRT LEMBAH SUBANG-ARA DAMANSARA,,,1,8,5,,,,,,,,0,
649,T773,T7730,,,TEMPATAN,Normal,RAPID,,,LRT DAMANSARA-SUBANG SKYPARK,,,1,8,0,,,,,,,,0,
650,T850,T8500,,,TEMPATAN,Normal,RAPID,,,LRT BANGSAR-BANGSAR SHOOPING CENTRE,,,1,8,5,,,,,,,,0,
651,T774,T7740,STESEN LRT GLENMARIE,"MSU, STADIUM SHAH ALAM",TEMPATAN,Normal,RAPID,,LRT GLENMARIE :: KOLEJ PTPL,"Stesen LRT Glenmarie ~ MSU, Stadium Shah Alam",,16700.0,1,7,1,,,16.7,16.7,,14,,0,
653,T776,T7760,STESEN LRT USJ 7,SUBANG MEWAH,TEMPATAN,Normal,RAPID,,LRT USJ 7 :: KLINIK GIGI SHARM,Stesen LRT USJ 7 ~ Subang Mewah,,14000.0,1,7,1,,,14,14.0,,20,,0,
654,T777,T7770,,,TEMPATAN,Normal,RAPID,,LRT TAIPAN :: LRT WAWASAN,STATION LRT TAIPAN-LRT WAWASAN-USJ 10,,,1,7,0,,,,,,,,0,
655,T778,T7780,STESEN LRT USJ 21,ONE CITY,TEMPATAN,Normal,RAPID,,LRT USJ21 :: SHINE CAR GROOMING,Stesen LRT USJ 21 ~ One City,,6700.0,1,7,1,,,6.7,6.7,,20,,0,
656,T757,T7570,STESEN LRT ALAM MEGAH,SEKSYEN 27 SHAH ALAM,TEMPATAN,Normal,RAPID,,LRT ALAM MEGAH :: SR INTEGRASI ALFURQAN,Stesen LRT Alam Megah ~ Seksyen 27 Shah Alam,,6500.0,1,7,1,,,6.5,6.5,,14,,0,
657,T758,T7580,,,TEMPATAN,Normal,RAPID,,LRT SUBANG ALAM :: RUMAH NO 33,Stesen LRT Subang Alam ~ Alam Megah,,,1,7,0,,,8.5,8.5,,16,,0,
658,T759,T7590,,,TEMPATAN,Normal,RAPID,,LRT PUTRA HEIGHT :: DEWAN KG BUKIT LANCHONG,Stesen LRT Putra Height ~ Kg Bukit Lanchong,,,1,7,0,,,9.5,9.5,,20,,0,
659,708,708,BKT.MERTAJAM,JUNJUNG,UTAMA,Normal,RAPID,,,BUKIT MERTAJAM - JUNJUNG,,24700.0,5,15,0,,,48.3,24.2,,27.4,,0,
660,708_OLD,708O,,,0,Normal,RAPID,,,BUKIT MERTAJAM - JUNJUNG,,,5,16,0,,,,,,,,0,
661,101,101,JETI,TLK.BAHANG,0,Normal,RAPID,,,TELUK BAHANG-JETTY,,,5,12,0,,,,,,,,0,
662,SEWA KHAS,SK,,,0,Normal,SH_OTHER,,,Bas yang disewakan khas untuk kegunaan lain,,,5,19,1,,,,,,,,0,
663,402,K4020,HENTIAN BANDAR / SMK SUNGAI SOI,SMK SUNGAI SOI/HENTIAN BANDAR ,UTAMA,Normal,RAPID,,,HENTIAN BANDAR / SMK SUNGAI SOI,,33000.0,8,10,1,,,123,61.5,,24.1,,0,
664,SJ02,S2020,,,SS,Shuttle,SS_MPSJ,,LRT PUSAT BANDAR PUCHONG :: LRT SS18,Stesen LRT Pusat Bandar Puchong - Stesen LRT SS18,,,1,7,0,,,22,11.0,,26,,0,
665,SJ03,S2030,,,SS,Shuttle,SS_MPSJ,,LRT BK 5 :: SMK BANDAR PUCHONG JAYA,Bandar Puchong Jaya - Stesen LRT Bandar Kinrara,,,1,7,0,,,13,7.0,,30,,0,
666,SA02,S4020,HENTIAN BANDAR SEKSYEN 14,STESEN KTMB BATU 3,SS,Shuttle,SS_MBSA,,HENTIAN BANDAR SEKSYEN 14 :: KTM BATU 3,Hentian Bandar Seksyen 14 ~ Stesen KTMB Batu 3,,27400.0,1,7,1,,,27.4,27.4,,16,,0,
667,SA03,S4030,STESEN KTM SEKYSEN 19,"SEKSYEN 16,17,19,20 &AMP;AMP; 24",SS,Shuttle,SS_MBSA,,SA442 HENTIAN SEKSYEN 19 :: SA428 CIAST,"Stesen KTM Seksyen 19 ~ Seksyen 16,17,19,20 & 24",,19600.0,1,7,0,,,19.6,19.6,,13,,0,
668,SA04,S4040,STESEN BAS SEKSYEN 17,"SEKSYEN 7 VIA UITM , KTMB PADANG JAWA",SS,Shuttle,SS_MBSA,,TERMINAL SEKSYEN 17 :: SA36 HOSPITAL SHAH ALAM (OPP),"Stesen Bas Seksyen 17 ~ Seksyen 7 via UiTM, KTMB Padang Jawa",,29000.0,1,7,0,,,29,29.0,,16,,0,
669,SOUTH CITY SHUTTLE,SC001,,,,Normal,RAPID,,,-,,,1,5,0,,,,,,,,0,
670,KLIA SHUTTLE,KLIA1,,,,Normal,RAPID,,,-,,,1,5,0,,,,,,,,0,
671,651,U6510,STESEN LRT MUHIBBAH,PEARL POINT,UTAMA,Normal,RAPID,,LRT AWAN BESAR :: PASAR SENI 4 (PLATFORM C1 - C3),Stesen LRT Muhibbah ~Pearl Point,,15400.0,1,5,1,15.0,30.0,15.4,15.4,110.0,26,U651002,3,
672,652,U6520,STESEN LRT AWAN BESAR,BATU 3 JALAN KLANG LAMA,UTAMA,Normal,RAPID,,LRT AWAN BESAR :: PASAR SENI 4 (PLATFORM C1 - C3),Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama ,,22100.0,1,5,1,15.0,30.0,22.1,22.1,120.0,26,U652002,3,
673,T580,T5800,STESEN LRT AWAN BESAR,TPM VIA STESEN LRT BUKIT JALIL,TEMPATAN,Normal,RAPID,,LRT BKT JALIL (OPP) :: I SHOPPE,Stesen LRT Awan Besar ~ TPM via Stesen LRT Bukit Jalil,,21000.0,1,5,1,15.0,30.0,21,21.0,60.0,26,T580002,1,
674,T581,T5810,STESEN LRT ALAM SUTERA,PPR PINGGIRAN BUKIT JALIL,TEMPATAN,Normal,RAPID,,PPR PINGGIRAN BKT JALIL BLOK M  :: 7 ELEVEN,Stesen LRT Alam Sutera ~ PPR Pinggiran Bukit Jalil,,15000.0,1,5,1,15.0,30.0,15,15.0,70.0,28,T581002,1,
675,T582,T5820,STESEN LRT SRI PETALING,BANDAR SRI PETALING,TEMPATAN,Normal,RAPID,,LRT AWAN BESAR :: KL2034 THE LEAFZ,Stesen LRT Sri Petaling ~ Bandar Sri Petaling,,8000.0,1,5,1,30.0,45.0,8,8.0,60.0,26,T582002,1,
676,T583,T5830,,,TEMPATAN,Normal,RAPID,,LRT AWAN BESAR :: KL2034 THE LEAFZ,Stesen LRT Awan Besar ~Kuchai Lama via Taman Gembira,,,1,5,0,15.0,30.0,11.9,11.9,60.0,26,T583002,1,
677,671,U6710,,,UTAMA,Normal,RAPID,,"PANGSAPURI ENGGANG :: PASAR SENI 5 (PLATFORM D1 - D3, E1 - E3)",Pangsapuri Enggang ~ Pasar Seni,,,1,5,0,,,23.6,23.0,,,,0,
678,600,U6000,PUCHONG UTAMA,HAB PASAR SENI,UTAMA,Normal,RAPID,,"TERMINAL PUCHONG UTAMA :: PASAR SENI 5 (PLATFORM D1 - D3, E1 - E3)",Puchong Utama ~ Hab Pasar Seni,23500.0,24500.0,1,5,1,,,48,24.5,,34,,0,P0055
679,602,U6020,PUCHONG PRIMA,IOI PUCHONG,UTAMA,Normal,RAPID,,"SJ609 SETIA WALK (SELATAN) :: PASAR SENI 5 (PLATFORM D1 - D3, E1 - E3)",Puchong Prima ~ IOI Puchong,,20000.0,1,5,1,,,20,20.0,,34,,0,
680,604,K6040,BALOK MAKMUR,CHERATING/BALOK MAKMUR,UTAMA,Normal,RAPID,,,Balok Makmur-Cherating,,53000.0,8,10,1,,,50.0,25.0,,50.1,,0,
681,T100,T1000,MRT SUNGAI BULOH,MASJID HOSPITAL SUNGAI BULOH,TEMPATAN,Normal,RAPID,,,MRT SUNGAI BULOH - MASJID HOSPITAL SUNGAI BULOH,,8500.0,1,21,1,,,8.4,8.4,,10,,0,
682,T101,T1010,MRT SUNGAI BULOH,BUKIT RAHMAN PUTRA,TEMPATAN,Normal,RAPID,,,MRT SUNGAI BULOH - BUKIT RAHMAN PUTRA,,13700.0,1,21,1,,,13.9,13.9,,10,,0,
683,T102,T1020,MRT SUNGAI BULOH,AMAN PUTRI,TEMPATAN,Normal,RAPID,,,MRT SUNGAI BULOH - AMAN PUTRI,,27100.0,1,21,1,,,28.0,28.0,,10,,0,
684,T103,T1030,MRT SUNGAI BULOH,DAMANSARA DAMAI,TEMPATAN,Normal,RAPID,,,MRT SUNGAI BULOH - DAMANSARA DAMAI,,13000.0,1,21,0,,,13.0,13.0,,10,,0,
685,T104,T1040,MRT KAMPUNG SELAMAT,KAMPUNG BARU SUNGAI BULOH,TEMPATAN,Normal,RAPID,,,MRT KAMPUNG SELAMAT - KAMPUNG BARU SG BULOH,,6300.0,1,21,1,,,6.8,6.8,,6.5,,0,
686,T801,T8010,MRT KWASA SENTRAL ,"SEKSYEN 6, 7, 8, 9 KOTA DAMANSARA",TEMPATAN,Normal,RAPID,,,"MRT KWASA SENTRAL - SEKSYEN 6, 7, 8, 9 KOTA DAMANSARA",,13700.0,1,21,1,,,11.5,11.5,,10,,0,
687,T802,T8020,MRT KWASA SENTRAL,SUBANG BESTARI,TEMPATAN,Normal,RAPID,,,MRT KWASA SENTRAL - SUBANG BESTARI,,23900.0,1,21,1,,,24.3,24.3,,10,,0,
688,T803,T8030,MRT KWASA SENTRAL,SUBANG SURIA,TEMPATAN,Normal,RAPID,,,MRT KWASA SENTRAL - SUBANG SURIA,,27800.0,1,21,1,,,30.7,30.7,,10,,0,
689,T804,T8040,MRT KWASA SENTRAL,SUBANG SKYPARK VIA SUBANG PERDANA,TEMPATAN,Normal,RAPID,,,MRT KWASA SENTRAL - SUBANG SKYPARK via SUBANG PERDANA,,20600.0,1,21,1,,,20.0,20.0,,10,,0,
690,T805,T8050,MRT KOTA DAMANSARA,SEKSYEN 4 & 5,TEMPATAN,Normal,RAPID,,,MRT KOTA DAMANSARA - SEKSYEN 4 & 5,,10300.0,1,21,1,,,10,10.0,,14,,0,
691,T806,T8060,,,TEMPATAN,Normal,RAPID,,,MRT KOTA DAMANSARA - SELANGOR SCIENCE PARK,,,1,21,0,,,4.2,,,,,0,
692,T807,T8070,MRT SURIAN,ARA DAMANSARA,TEMPATAN,Normal,RAPID,,,MRT SURIAN - ARA DAMANSARA,,14700.0,1,21,1,,,15.0,15.0,,17 ,,0,
693,T808,T8080,MRT SURIAN,SEKSYEN 11 KOTA DAMANSARA,TEMPATAN,Normal,RAPID,,,MRT SURIAN - SEK 11 KOTA DAMANSARA,,3700.0,1,21,1,,,4.0,4.0,,17,,0,
694,T809,T8090,MRT MUTIARA DAMANSARA,DAMANSARA PERDANA,TEMPATAN,Normal,RAPID,,,MRT MUTIARA DAMANSARA - DAMANSARA PERDANA,,10700.0,1,21,1,,,10.0,10.0,,20,,0,
695,T810,T8100,MRT MUTIARA DAMANSARA,BUKIT LANJAN,TEMPATAN,Normal,RAPID,,,MRT MUTIARA DAMANSARA - BUKIT LANJAN,,5600.0,1,21,1,,,5.5,5.5,,20,,0,
696,T811,T8110,MRT BANDAR UTAMA,MUTIARA TROPICANA,TEMPATAN,Normal,RAPID,,,MRT BANDAR UTAMA - MUTIARA TROPICANA,,10400.0,1,21,1,,,16.6,16.6,,28,,0,
697,T812,T8120,MRT BANDAR UTAMA,TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,TEMPATAN,Normal,RAPID,,,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,,6800.0,1,21,1,,,9.2,9.2,,28,,0,
698,T813,T8130,MRT TAMAN TUN DR ISMAIL, SS22,TEMPATAN,Normal,RAPID,,,MRT TAMAN TUN DR ISMAIL - SS22,,9600.0,1,21,1,,,9.4,9.4,,32,,0,
699,T814,T8140,MRT TTDI,TTDI,TEMPATAN,Normal,RAPID,,,MRT TTDI - TTDI,,7800.0,1,21,1,,,6.3,6.3,,32,,0,
700,T815,T8150,MRT PHILEO DAMANSARA,UNIVERSITI MALAYA,TEMPATAN,Normal,RAPID,,,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,,15100.0,1,21,1,,,14.7,14.7,,36,,0,
701,T816,T8160,MRT PHILEO DAMANSARA,SS2,TEMPATAN,Normal,RAPID,,,MRT PHILEO DAMANSARA - SS2,,9200.0,1,21,1,,,9,9.0,,36,,0,
702,T817,T8170,MRT PUSAT BANDAR DAMANSARA,MID VALLEY,TEMPATAN,Normal,RAPID,,,MRT PUSAT BANDAR DAMANSARA - MIDVALLEY,,13400.0,1,21,1,,,11.2,11.2,,40,,0,
703,T818,T8180,DESA SRI HARTAMAS,MRT SEMANTAN,TEMPATAN,Normal,RAPID,,,DESA SRI HARTAMAS - MRT SEMANTAN,,12400.0,1,21,1,,,12.0,12.0,,40,,0,
704,T819,T8190,MRT SEMANTAN,STESEN KL SENTRAL VIA KTM SEGAMBUT,TEMPATAN,Normal,RAPID,,,MRT SEMANTAN - STESEN KL SENTRAL via KTM SEGAMBUT,,24200.0,1,21,1,,,23,23.0,,40,,0,
705,T820,T8200,MRT SEMANTAN,MENARA DBKL,TEMPATAN,Normal,RAPID,,,MRT SEMANTAN - MENARA DBKL 2,,12600.0,1,21,1,,,12.2,12.2,,40,,0,
706,T821,T8210,MRT SEMANTAN,KOMPLEKS MAHKAMAH JALAN DUTA,TEMPATAN,Normal,RAPID,,,MRT SEMANTAN - KOMPLEKS MAHKAMAH JALAN DUTA,,14100.0,1,21,1,,,11,11.0,,43,,0,
707,PBD1,S0100,,,0,Shuttle,SH_OTHER,,,MRT PBD ~ Damanlela Open Carpark,,,1,9,1,,,,2.0,,,,0,
708,103,K1030,,,0,,RAPID,,,Felda Panching Utara-SMK Seri Mahkota,,,8,10,0,,,,,,,,0,
709,612,612,,,0,Normal,RAPID,,,AMAN JAYA MALL TO KEPALA BATAS,,,5,15,0,,,,,,,,0,
710,612,612,,,0,Normal,RAPID,,,kepala batas to aman jaya mall,,,5,15,0,,,,,,,,0,
711,821,U8210,,,0,Normal,RAPID,,,Pantai Hill Park ~ Pasar Seni,,,1,1,0,,,,8.0,,,,0,
712,781,U7810,,,0,Normal,RAPID,,,TAMAN MEDAN-PASAR SENI,,,1,8,0,,,,,,,,0,
713,782,U7820,,,0,Normal,RAPID,,,PJ JALAN OTHMAN-PASAR SENI,,,1,8,0,,,,,,,,0,
714,640,U6400,HAB BAS SRI MANJA,HAB PASAR SENI,UTAMA,Normal,RAPID,,HAB BAS SERI MANJA :: PASAR SENI 4 (PLATFORM C1 - C3),Hab Bas Sri Manja ~ Hab Pasar Seni,14000.0,12900.0,1,5,1,,,26,14.0,,36,,0,P0055
715,641,U6410,,,0,Normal,RAPID,,,SS18 Subang Jaya - Pasar Seni,,,1,0,0,,,,,,,,0,
716,641,U6410,STESEN LRT SUBANG JAYA,PEARL POINT,UTAMA,Normal,RAPID,,LRT SUBANG JAYA :: PASAR SENI 4 (PLATFORM C1 - C3),Stesen LRT Subang Jaya ~ Pearl Point,,30000.0,1,5,1,,,30,30.0,,32,,0,
717,650,U6500,TAMAN DESA,HAB PASAR SENI,UTAMA,Normal,RAPID,,PASAR SENI 4 (PLATFORM C1 - C3) :: FABER HEIGHT,Taman Desa ~ Hab Pasar Seni,,18000.0,1,5,1,,,18,18.0,,36,,0,P0055
718,T640,T6400,STESEN LRT TAMAN JAYA,TAMAN SRI SENTOSA,TEMPATAN,Normal,RAPID,,LRT TAMAN JAYA :: BOMBA,Stesen LRT Taman Jaya ~ Taman Sri Sentosa,,15700.0,1,5,1,,,15.7,15.7,,39,,0,
719,781,U7810,,,UTAMA,Normal,RAPID,,HAB BAS SERI MANJA :: PASAR SENI 8 (PLATFORM B1 - B3),Taman Sentosa via Taman Medan ~ Pasar Seni,,,1,7,0,,,39.3,19.8,,32,,0,
720,782,U7820,HENTIAN PJ OLD TOWN,HAB PASAR SENI,UTAMA,Normal,RAPID,,TERMINAL BAS :: PASAR SENI 1 (PLATFORM A6 - A8),Hentian PJ Old Town ~ Hab Pasar Seni,10900.0,11000.0,1,7,1,,,21.9,11.0,,35,,0,
721,783,U7830,STESEN LRT KELANA JAYA,SUBANG PARADE,UTAMA,Normal,RAPID,,LRT KELANA JAYA :: ESSO/SHELL,Stesen LRT Kelana Jaya ~ Subang Parade,,25000.0,1,7,1,,,25,25.0,,33,,0,
722,T773,T7730,,,TEMPATAN,Normal,RAPID,,LRT ARA DAMANSARA :: REST SUBANGKU,Stesen LRT Ara Damansara ~ Subang Skypark,,,1,7,0,,,17,17.0,,17,,0,
723,T782,T7820,STESEN LRT LEMBAH SUBANG,ARA DAMANSARA,TEMPATAN,Normal,RAPID,,LRT LEMBAH SUBANG :: TESCO ARA DAMANSARA,Stesen LRT Lembah Subang ~ Ara Damansara,,9600.0,1,7,1,,,9.6,9.6,,26,,0,
724,T780,T7800,STESEN LRT KELANA JAYA,TAMAN MAYANG,TEMPATAN,Normal,RAPID,,LRT KELANA JAYA :: MENARA LIN HOE,Stesen LRT Kelana Jaya ~ Taman Mayang,,13000.0,1,7,1,,,13,13.0,,33,,0,
725,T781,T7810,STESEN LRT KELANA JAYA,KELANA CENTRE POINT,TEMPATAN,Normal,RAPID,,LRT KELANA JAYA :: WISMA BREM BLTN STADIUM MBPJ,Stesen LRT Kelana Jaya ~ Kelana Centre Point,,8500.0,1,7,1,,,8.5,8.5,,33,,0,
726,T783,T7830,STESEN LRT TAMAN BAHAGIA,SS 6,TEMPATAN,Normal,RAPID,,LRT TMN BAHAGIA :: ANGKASA,Stesen LRT Taman Bahagia ~ SS 6,,7600.0,1,7,1,,,7.6,7.6,,32,,0,
727,T784,T7840,,,TEMPATAN,Normal,RAPID,,LRT TMN BAHAGIA :: JEJANTAS/UPTOWN,Stesen LRT Taman Bahagia ~ Damansara Utama,,,1,7,0,,,9.9,9.9,,32,,0,
728,T785,T7850,STESEN LRT TAMAN PARAMOUNT,KAMPUNG BAIDURI,TEMPATAN,Normal,RAPID,,LRT TMN PARAMOUNT :: KEDAI PERABOT,Stesen LRT Taman Paramount ~ Kampung Baiduri ,,6300.0,1,7,1,,,6.3,6.3,,34,,0,
729,T790,T7900,STESEN LRT PARAMOUNT,MID VALLEY,TEMPATAN,Normal,RAPID,,LRT TMN PARAMOUNT :: MID VALLEY NORTH COURT,Stesen LRT Paramount ~ Mid Valley,11100.0,8900.0,1,7,1,,,20,10.0,,34,,0,
730,T786,T7860,STESEN LRT ASIA JAYA,UNIVERSITI MAHSA,TEMPATAN,Normal,RAPID,,LRT ASIA JAYA :: EASTIN HOTEL,Stesen LRT Asia Jaya ~ Universiti Mahsa,,6400.0,1,7,1,,,6.4,6.4,,37,,0,
731,T787,T7870,STESEN LRT ASIA JAYA,SEKYSEN 14 &AMP; 18,TEMPATAN,Normal,RAPID,,LRT ASIA JAYA :: HAPPY GARDEN,Stesen LRT Asia Jaya ~ Sekysen 14 & 18,,11000.0,1,7,1,,,0,0.0,,37,,0,
732,T788,T7880,STESEN LRT UNIVERSITI,MID VALLEY,TEMPATAN,Normal,RAPID,,LRT UNIVERSITI :: NORTH COURT,Stesen LRT Universiti ~ Mid Valley,2500.0,3100.0,1,7,1,,,5.6,3.0,,40,,0,
