route_id,route_no,route_no_cbts,route_origin,route_destination,route_type,route_category,route_service,route_corridor,route_name,route_desc,route_dist_in,route_dist_out,state_id,depot_id,status,freq_min,freq_max,total_km,km_per_trip,travel_time,deadmileage,line_id,zone,pis_profile
733,T789,T7890,LRT UNIVERSITI ,UNIVERSITI MALAYA VIA PANTAI HILLPARK,TEMPATAN,Normal,RAPID,,LRT UNIVERSITI :: DEWAN TUNKU CANSELOR UM,LRT Universiti ~ Universiti Malaya via Pantai Hillpark,,9400.0,1,7,1,,,9.4,9.4,,40,,0,
734,T791,T7910,STESEN LRT KERINCHI,PANTAI HILL PARK,TEMPATAN,Normal,RAPID,,LRT KERINCHI :: KONDO RAKYAT,Stesen LRT Kerinchi ~ Pantai Hill Park,,10400.0,1,7,1,,,10.4,10.4,,46,,0,
735,T850_OLD,XT8500,,,TEMPATAN,Normal,RAPID,,LRT BANGSAR :: KL1139 BANGSAR SHOPPING CENTER (TIMUR),STESEN LRT BANGSAR ~ PUSAT DAMANSARA,,,1,7,0,,,,10.0,,,,0,
736,PJ01,P0010,TERMINAL TAMAN MEDAN,STESEN LRT TAMAN JAYA,PJCT,Shuttle,PJCT,,TERMINAL TAMAN MEDAN :: LRT TAMAN JAYA,Terminal Taman Medan ~ Stesen LRT Taman Jaya,21000.0,11000.0,1,7,1,,,32,21.0,,34,,0,
737,PJ02,P0020,STESEN LRT TAMAN JAYA,PPUM VIA SS2 PJ,PJCT,Shuttle,PJCT,,LRT TAMAN JAYA :: SS2,Stesen LRT Taman Jaya ~ PPUM via SS2 PJ,,11200.0,1,7,1,,,11.2,11.2,,35,,0,
738,PJ03,P0030,STESEN LRT TAMAN BAHAGIA,SS6 KELANA PARK VIEW,PJCT,Shuttle,PJCT,,LRT TMN BAHAGIA :: KELANA PARK VIEW,Stesen LRT Taman Bahagia ~ SS6 Kelana Park View,,9100.0,1,7,1,,,9.1,9.1,,32,,0,
739,PJ04,P0040,STESEN LRT TAMAN BAHAGIA,KG TUNKU VIA SS3,PJCT,Shuttle,PJCT,,LRT TMN BAHAGIA :: KAMPUNG TUNKU,Stesen LRT Taman Bahagia ~ Kg Tunku via SS3,,13000.0,1,7,1,,,13,13.0,,32,,0,
740,PARADIGM MALL,S5020,,,OTHER,Shuttle,SH_OTHER,,LRT KELANA JAYA :: PARADIGM MALL,Stesen LRT Kelana Jaya ~ Paradigm Mall,,,1,7,0,,,5.8,3.6,,30,,0,
741,Subang HQ,S5010,LEMBAH SUBANG,HQ SUBANG,OTHER,Shuttle,SH_OTHER,,LRT LEMBAH SUBANG :: SUBANG HQ,Lembah Subang ~ HQ Subang,1800.0,2000.0,1,7,1,,,3.8,2.0,,26,,0,
742,T850,T8500,STESEN LRT BANGSAR,STESEN MRT SEMANTAN,TEMPATAN,Normal,RAPID,,LRT BANGSAR :: KL1139 BANGSAR SHOPPING CENTER (TIMUR),STESEN LRT BANGSAR ~ STESEN MRT SEMANTAN,,11000.0,1,7,1,,,11,11.0,,48,,0,P0009
743,RKM 3,RKM 3,,,UTAMA,Normal,RAPID,,,TAMAN LELA – KAMPUNG BOYAN,,,5,19,0,,,19.0,19.5,,38,,0,
744,706,706,P.SENTRAL,TMN.PELANGI,UTAMA,Normal,RAPID,,,Penang Sentral to Taman Pelangi,,,5,15,1,,,41.9,20.95,,16.6,,0,
746,S01,S6000,,,0,Normal,RAPID,,,KL SENTRAL-RAJA CHULAN,,,1,1,0,,,0,,,0,,0,
747,MRL2,S6010,,,0,Normal,RAPID,,,HANG TUAH-RAJA CHULAN,,,1,1,0,,,0,,,0,,0,
748,MRL3,XS6020,,,0,Normal,RAPID,,,CHOW KIT-RAJA CHULAN,,,1,1,0,,,0,,,0,,0,
749,MRL1,S6000,,,0,Normal,RAPID,,,KL SENTRAL-RAJA CHULAN,,,1,1,0,,,0,,,0,,0,
750,SEWA KHAS,S0001,,,0,Normal,RAPID,,,Bas yang disewakan khas untuk kegunaan lain,,,1,21,1,,,,,,,,0,
751,191,U1910,,,0,Normal,RAPID,,,Taman Sri Segambut~Medan Pasar,,,1,1,0,,,,13.0,,,,0,
752,T400,T4000,,,TEMPATAN,Normal,RAPID,,,MRT COCHRANE-BANDAR TUN RAZAK,,,1,21,0,,,17.9,,,38.8,,0,
753,T401,T4010,,,TEMPATAN,Normal,RAPID,,,MRT COCHRANE-BANDAR SRI PERMAISURI,,,1,21,0,,,18.7,,,38.8,,0,
754,T407,T4070,,,TEMPATAN,Normal,RAPID,,,MRT TUN RAZAK EXCHANGE-TAMAN MALURI/DESA PANDAN,,,1,21,0,,,11.3,,,38,,0,
755,T407,T4070,MRT TUN RAZAK EXCHANGE - TAMAN MALURI / DESA PANDA,TAMAN MALURI / DESA PANDAN,TEMPATAN,Normal,RAPID,,,MRT TUN RAZAK EXCHANGE - TAMAN MALURI / DESA PANDAN,,14200.0,1,22,0,0.0,0.0,16,16.0,0.0,40,,0,
756,T400,T4000,MRT COCHRANE,BANDAR TUN RAZAK,TEMPATAN,Normal,RAPID,,,MRT COCHRANE - BANDAR TUN RAZAK,,17300.0,1,22,1,0.0,0.0,17.5,17.5,0.0,40 ,,0,
757,T401,T4010,MRT COCHRANE,BANDAR SRI PERMAISURI,TEMPATAN,Normal,RAPID,,,MRT COCHRANE - BANDAR SRI PERMAISURI,,21000.0,1,22,1,0.0,0.0,21,21.0,0.0,40 ,,0,
758,T408,T4080,MRT TAMAN MUTIARA,TAMAN SEGAR PERDANA,TEMPATAN,Normal,RAPID,,,MRT TAMAN MUTIARA - TAMAN SEGAR PERDANA,,13400.0,1,22,1,0.0,0.0,13.5,13.5,0.0,44,,0,
759,T409,T4090,MRT TAMAN MUTIARA,TAMAN SUPREME / KETUMBAR HILL,TEMPATAN,Normal,RAPID,,,MRT TAMAN MUTIARA - TAMAN SUPREME / KETUMBAR HILL,,8200.0,1,22,1,0.0,0.0,8.2,8.2,0.0,44,,0,
760,T410,T4100,MRT TAMAN CONNAUGHT,BANDAR TASIK SELATAN,TEMPATAN,Normal,RAPID,,,MRT TAMAN CONNAUGHT - BANDAR TASIK SELATAN,,12600.0,1,22,1,0.0,0.0,12.8,12.8,0.0,20,,0,
761,T411,T4110,MRT TAMAN CONNAUGHT ,TAMAN CHERAS AWANA,TEMPATAN,Normal,RAPID,,,MRT TAMAN CONNAUGHT - TAMAN CHERAS AWANA,,10500.0,1,22,1,0.0,0.0,10.7,10.7,0.0,20,,0,
762,T412,T4120,MRT TAMAN CONNAUGHT ,ALAM DAMAI,TEMPATAN,Normal,RAPID,,,MRT TAMAN CONNAUGHT - ALAM DAMAI,,9500.0,1,22,1,0.0,0.0,9.8,9.8,0.0,20,,0,
763,T413,T4130,MRT TAMAN SUNTEX ,TAMAN KEMACAHAYA,TEMPATAN,Normal,RAPID,,,MRT TAMAN SUNTEX - TAMAN KEMACAHAYA,,6700.0,1,22,1,0.0,0.0,6.8,6.8,0.0,18,,0,
764,T414,T4140,MRT SRI RAYA,TAMAN TUN PERAK / TAMAN MEGAH,TEMPATAN,Normal,RAPID,,,MRT SRI RAYA - TAMAN TUN PERAK / TAMAN MEGAH,,8500.0,1,22,1,0.0,0.0,9.0,9.0,0.0,17,,0,
765,T415,T4150,MRT BANDAR TUN HUSSEIN ONN PINTU B,MAHKOTA CHERAS,TEMPATAN,Normal,RAPID,,,MRT BANDAR TUN HUSSEIN ONN PINTU B - MAHKOTA CHERAS,,8000.0,1,22,1,0.0,0.0,8.1,8.1,0.0,10 ,,0,
766,T416,T4160,MRT BATU SEBELAS CHERAS,TAMAN CHERAS JAYA,TEMPATAN,Normal,RAPID,,,MRT BATU SEBELAS CHERAS - TAMAN CHERAS JAYA,,9100.0,1,22,1,0.0,0.0,9.5,9.5,0.0,14 KM,,0,
767,T417,T4170,MRT BATU 11 CHERAS,TAMAN KARUNMAS,TEMPATAN,Normal,RAPID,,,MRT BATU 11 CHERAS - TAMAN KARUNMAS,,16100.0,1,22,1,0.0,0.0,16,16.0,0.0,14,,0,
768,T453,T4530,MRT BUKIT DUKUNG,BANDAR SG. LONG,TEMPATAN,Normal,RAPID,,,MRT BUKIT DUKUNG - BANDAR SG. LONG,,14000.0,1,22,1,0.0,0.0,14.4,14.4,0.0,17 ,,0,
769,T454,T4540,MRT BUKIT DUKUNG,KG. SG. SEKAMAT,TEMPATAN,Normal,RAPID,,,MRT BUKIT DUKUNG - KG. SG. SEKAMAT,,4600.0,1,22,1,0.0,0.0,4.5,4.5,0.0,17,,0,
770,T455,T4550,MRT BUKIT DUKUNG,TAMAN SUTERA CHERAS,TEMPATAN,Normal,RAPID,,,MRT BUKIT DUKUNG - TAMAN SUTERA CHERAS,,8900.0,1,22,1,0.0,0.0,9.3,9.3,0.0,20,,0,
771,T456,T4560,MRT SUNGAI JERNIH PINTU B,SAUJANA IMPIAN,TEMPATAN,Normal,RAPID,,,MRT SUNGAI JERNIH PINTU B - SAUJANA IMPIAN,,6700.0,1,22,1,0.0,0.0,6.8,6.8,0.0,20 ,,0,
772,T457,T4570,MRT STADIUM KAJANG PINTU A,PRIMA SAUJANA,TEMPATAN,Normal,RAPID,,,MRT STADIUM KAJANG PINTU A - PRIMA SAUJANA,,9700.0,1,22,1,0.0,0.0,9.8,9.8,0.0,28,,0,
773,T458,T4580,MRT STADIUM KAJANG PINTU A,TAMAN INDAH,TEMPATAN,Normal,RAPID,,,MRT STADIUM KAJANG PINTU A - TAMAN INDAH,,12000.0,1,22,1,0.0,0.0,12,12.0,0.0,28,,0,
774,T459,T4590,MRT STADIUM KAJANG,TAMAN JASMIN,TEMPATAN,Normal,RAPID,,,MRT STADIUM KAJANG - TAMAN JASMIN,,10300.0,1,22,1,0.0,0.0,10.4,10.4,0.0,32,,0,
775,T460,T4600,MRT STADIUM KAJANG,BANDAR TEKNOLOGI,TEMPATAN,Normal,RAPID,,,MRT STADIUM KAJANG - BANDAR TEKNOLOGI,,18800.0,1,22,1,0.0,0.0,19.1,19.1,0.0,32,,0,
776,T461,T4610,MRT KAJANG PINTU A,TAMAN KAJANG UTAMA,TEMPATAN,Normal,RAPID,,,MRT KAJANG PINTU A - TAMAN KAJANG UTAMA,,9500.0,1,22,1,0.0,0.0,9.7,9.7,0.0,36,,0,
777,T462,T4620,MRT KAJANG PINTU A,SEKSYEN 8 BANGI,TEMPATAN,Normal,RAPID,,,MRT KAJANG PINTU A - SEKSYEN 8 BANGI,,18200.0,1,22,1,0.0,0.0,16.1,16.1,0.0,36,,0,
778,SA05,S4050,STESEN BAS SEKSYEN 13,SJKC SUBANG VIA BKT JELUTONG,SS,Shuttle,SS_MBSA,,SPACE U8 :: SPACE U8 (OPP),Stesen Bas Seksyen 13 ~ SJKC Subang via Bukit Jelutong,,33500.0,1,7,1,,,33.5,33.5,,13,,0,
779,KLG2,S3010,,,SS,Shuttle,SS_MPK,,SRJKC KONG HOE :: TAMAN MUTIARA BUKIT RAJA,BANDAR KLANG-SMK TINGGI KLANG ,,,1,7,0,,,,12.2,,,,0,
780,T851,T8510,,,TEMPATAN,Normal,RAPID,,,Parking Mandelala ~ MRT PBD,,,1,9,0,,,,,,,,0,
781,IKEA,S6030,,,0,Shuttle,SH_OTHER,,,Kelana Jaya ~ Ikea / Ikano,,,1,9,1,,,,10.0,,,,0,
782,FERRY SHUTTLE,FERRY,,,0,Normal,RAPID,,,FERRY - PENANG SENTRAL,,,5,15,0,,,,,,,,0,
783,14,14,,,0,Normal,RAPID,,,RELAU - BAYAN BARU,,,5,12,0,,,,,,,,0,
784,FERRY SHUTTLE,Feri,,,0,Normal,RAPID,,,FERRY - PENANG SENTRAL,,,5,15,0,,,,,,,,0,
787,SPG3,S1010,,,SS,Shuttle,SS_MPSP,,PUSAT PENJAJA TMN SEROJA :: CYBERJAYA BAS TERMINAL,Taman Seroja ~ Jenderam Hulu ~ Pekan Dengkil ~ Cyberjaya,,,1,5,0,,,,31.0,,,,0,
788,SPG4,S1020,,,SS,Shuttle,SS_MPSP,,PUSAT PENJAJA TMN SEROJA :: HOSPITAL SERDANG (OPP),Taman Seroja ~ Jenderam Hilir ~ Sungai Merab ~ Hospital Serdang,,,1,5,0,,,,26.0,,,,0,
789,MPS2,S1090,,,0,Shuttle,SS_MPS,,,KTM Rawang ~Taman Setia Jaya,,,1,9,1,,,,8.7,,,,0,
790,AJ2A,S1030,SRI NILAM,TAMAN CAHAYA,SS,Shuttle,SS_MPAJ,,HUB SRI NILAM :: SPG JLN CAHAYA 3,Sri Nilam ~ Taman Cahaya,,6300.0,1,4,1,,,6.3,6.3,,15,,0,
791,AJ2B,S1040,SRI NILAM,AEON BIG AMPANG,SS,Shuttle,SS_MPAJ,,HUB SRI NILAM :: TAMAN DAGANG JAYA,Sri Nilam ~ AEON Big Ampang,,8300.0,1,4,1,,,8.3,8.3,,15,,0,
792,AJ03,S1050,STESEN LRT CEMPAKA,BUKIT TERATAI,SS,Shuttle,SS_MPAJ,,LRT CEMPAKA :: SK TAMAN BUKIT TERATAI,Stesen LRT Cempaka ~ Bukit Teratai,6100.0,6200.0,1,4,1,,,11.9,6.2,,8,,0,
793,SJ4A,S1089,,,SS,Shuttle,RAPID,,SJ595 KTM KOMUTER SERDANG (OPP) :: HOSPITAL SERDANG (OPP),KTM Serdang ~ Hospital Serdang,,,1,5,0,,,,13.9,,,,0,
794,SJ4B,S1180,,,SS,Shuttle,RAPID,,APARTMENT SRI MEWAH :: SJ142 STADIUM SERDANG JAYA,Taman Bukit Serdang ~ Taman Serdang Jaya,,,1,5,0,,,,7.0,,,,0,
795,BTG2,S2060,HENTIAN BANTING,BANDAR BARU BANTING,SS,Shuttle,SS_MDKL,,HENTIAN BANTING :: BANDAR BANTING BARU,Hentian Banting ~ Bandar Baru Banting,13000.0,17000.0,1,7,1,,,30,17.0,,n/a,,0,
796,KJ02,S1060,STESEN KTM BANGI,BANDAR BUKIT MAHKOTA,SS,Shuttle,SS_MPKj,,KTM BANGI :: PUSAT KOMERSIAL BANDAR BUKIT MAHKOTA,Stesen KTM Bangi ~ Bandar Bukit Mahkota,,20100.0,1,5,1,,,20.1,20.1,,53,,0,
797,KJ03,S1070,STESEN MRT BTHO,TAMAN TUN PERAK,SS,Shuttle,SS_MPKj,,MRT BTHO :: PANGSAPURI WIRA,Stesen MRT BTHO ~ Taman Tun Perak,,16800.0,1,5,1,,,16.5,16.5,,8,,0,
798,SEWA KHAS,S0001,,,0,Normal,RAPID,,,Bas yang disewakan khas untuk kegunaan lain,,,1,22,1,,,,,,,,0,
799,605,K6050,,,0,Normal,RAPID,,,Hentian Bandar - MCKIP,,,8,10,0,,,27.38,,,33,,0,
800,606,K6060,,,0,Normal,RAPID,,,Testing PRS,,,8,10,0,,,,,,,,0,
801,T105,T1050,MRT SUNGAI BULOH,TAMAN IMPIAN INDAH,TEMPATAN,Normal,RAPID,,,MRT SUNGAI BULOH - TAMAN IMPIAN INDAH,,17100.0,1,21,1,,,17.0,17.0,,10,,0,
803,T852,T8520,MRT SEMANTAN - MONT KIARA,MONT KIARA,TEMPATAN,Normal,RAPID,,MRT Pusat Bandar Damansara ~ Mont Kiara,MRT SEMANTAN - MONT KIARA,,17600.0,1,21,1,,,16.3,16.3,,40,,0,
804,T352,T3520,MRT COCHRANE,TAMAN SHAMELIN,TEMPATAN,Normal,RAPID,,,MRT COCHRANE - TAMAN SHAMELIN,,17000.0,1,22,1,,,17,17.0,,40,,0,
805,T451,T4510,MRT STADIUM KAJANG PINTU A ,UKM BANGI,TEMPATAN,Normal,RAPID,,,MRT STADIUM KAJANG PINTU A - UKM BANGI,,26600.0,1,22,1,,,22.9,22.9,,28,,0,
806,T464,T4640,MRT STADIUM KAJANG,TERAS JERNANG,TEMPATAN,Normal,RAPID,,,MRT STADIUM KAJANG - TERAS JERNANG,,33200.0,1,22,1,,,32.2,32.2,,36,,0,
807,T463,T4630,MRT KAJANG PINTU A,BANGI SEKSYEN 4,TEMPATAN,Normal,RAPID,,,MRT KAJANG PINTU A - BANGI SEKSYEN 4,,13500.0,1,22,1,,,12,12.0,,36,,0,
808,S02,S0200,,,0,Normal,RAPID,,,KTM Sentul - KL Sentul,,,1,9,0,,,,,,,,0,
809,KTM1,K0100,,,0,Normal,SH_KTM,,,KTM Sentul - KL Sentral,,,1,1,0,,,,,,,,0,
810,KTM2,K0200,,,0,Normal,SH_KTM,,,KTM SENTUL - LRT SENTUL,,,1,1,0,,,,4.0,,,,0,
811,SHUTTLE,S0600,,,,Normal,RAPID,,,KL Sentral -KTM Sentul,,,1,5,0,,,,,,,,0,
812,SHUTTLE KOMTAR ,BKBP ,,,OTHER,Normal,RAPID,,,BALIK PULAU TO KOMTAR,,,5,14,1,,,82.6,41.3,,23.2,,0,
813,KTM1,S0101,,,0,Shuttle,SH_KTM,,,KTM Sentul ~ KL Sentral,,,1,9,1,,,,,,,,0,
814,KTM1,S0101,,,OTHER,Shuttle,SH_KTM,,,KTM Sentul ~ KL Sentral,,,1,5,0,,,,9.0,,,,0,
815,SA01,S4000,,,0,Shuttle,SS_MBSA,,Stesen KTM Komuter Sek 19 ~ Seksyen 7,Stesen KTM Komuter Sek 19 ~ Seksyen 7,,,1,18,0,15.0,15.0,21.00,,65.0,,S400002,1,
816,KTM1,S0101,,,0,Normal,SH_KTM,,,KTM Sentul ~ KL Sentral,,,1,3,0,,,,,,,,0,
817,PJ01,P0010,,,0,Shuttle,PJCT,,,Taman Medan ~ Stesen LRT Taman Jaya,,,1,18,0,,,,,,,,0,
818,PJ02,P0020,,,PJCT,Shuttle,PJCT,,,Stesen LRT Taman Jaya ~ PPUM via SS2 PJ,,,1,18,0,,,,0.0,,,,0,
819,PKNS01,U0600,,,0,Shuttle,RAPID,,,PKNS ECO DRIVE,,,1,18,0,,,,,,,,0,
820,KTM 1,S0101,,,0,Normal,RAPID,,,KTM SENTUL - KL SENTRAL,,,1,3,0,,,16,,,24,,0,
821,M01,S6000,,,OTHER,Normal,RAPID,,KL SENTRAL :: RAJA CHULAN MONORAIL/MENARA KH,Monorel KL Sentral ~ Monorel Titiwangsa,,,1,5,0,,,,10.0,,,,0,
822,M01,S6000,,,0,Normal,RAPID,,,Monorel KL Sentral ~ Monorel Titiwangsa,,,1,3,0,,,,,,,,0,
823,M01,S6000,,,OTHER,Normal,RAPID,,KL SENTRAL :: RAJA CHULAN MONORAIL/MENARA KH,Monorel KL Sentral ~ Monorel Titiwangsa,,,1,4,0,,,,,,,,0,
824,M01,S6000,,,OTHER,Normal,RAPID,,KL SENTRAL :: RAJA CHULAN MONORAIL/MENARA KH,Monorel KL Sentral ~ Monorel Titiwangsa,,,1,7,0,,,,,,,,0,
825,BC2,BC002,,,0,Normal,RAPID,,,Pasar Seni - Batu Caves,,,1,1,0,,,,,,,,0,
826,BC2,BC002,,,0,Normal,RAPID,,,Pasar Seni - Batu Caves,,,1,3,0,,,,,,,,0,
827,BC2,BC002,,,0,Normal,RAPID,,,Pasar Seni - Batu Caves,,,1,9,0,,,,,,,,0,
828,BC3,BC003,,,0,Normal,RAPID,,,LRT Gombak - Batu Caves,,,1,3,0,,,,,,,,0,
829,BC3,BC003,,,0,Normal,RAPID,,,LRT Gombak - Batu Caves,,,1,9,0,,,,,,,,0,
830,BC3,BC003,,,0,Normal,RAPID,,,LRT Gombak - Batu Caves,,,1,1,0,,,,,,,,0,
831,RM01,RM001,,,0,Normal,RAPID,,,MANJUNG TO TLDM LUMUT,,,5,23,0,,,22,,,,,0,
832,RMO2,RM002,,,UTAMA,Normal,RAPID,,,MANJUNG CITY LOOP,,,5,23,0,,,18,18.0,,3,,0,
833,BET1,R0010,,,,Normal,RAPID,,"FLAT SEKSYEN 8 :: PASAR SENI 5 (PLATFORM D1 - D3, E1 - E3)",Kota Damansara ~ Pasar Seni,,,1,2,0,,,,,,,,0,
834,772,U7720,SUBANG SURIA MAH SING,HAB PASAR SENI,UTAMA,Normal,RAPID,,"SUBANG SURIA :: PASAR SENI 5 (PLATFORM D1 - D3, E1 - E3)",Subang Suria Mah Sing ~ Hab Pasar Seni,34700.0,36000.0,1,2,1,,,69.9,35.5,,38,,0,
835,780,U7800,KOTA DAMANSARA,HAB PASAR SENI,UTAMA,Normal,RAPID,,"FLAT SEKSYEN 8 :: PASAR SENI 5 (PLATFORM D1 - D3, E1 - E3)",Kota Damansara ~ Hab Pasar Seni,37000.0,29500.0,1,2,1,,,66.5,37.0,,36,,0,
836,800,U8000,,,0,Normal,RAPID,,Bandar Utama ~ KL Sentral,Bandar Utama ~ KL Sentral,,,1,9,0,,,,22.0,,,,0,
837,801,U8010,BANDAR UTAMA,METRO PRIMA,UTAMA,Normal,RAPID,,HENTIAN BANDAR UTAMA :: METRO PRIMA/JUSCO,Bandar Utama ~ Metro Prima,18700.0,20100.0,1,2,1,,,38.8,20.1,,20,,0,
838,802,U8020,STESEN LRT KELANA JAYA,KOTA DAMANSARA,UTAMA,Normal,RAPID,,LRT KELANA JAYA :: SRK SEKSYEN 11,Stesen LRT Kelana Jaya ~ Kota Damansara,,37700.0,1,2,1,,,37.7,37.7,,36,,0,
839,KTM1,S0101,,,OTHER,Shuttle,SH_KTM,,,KTM Sentul ~ KL Sentral,,,1,2,0,,,,,,,,0,
840,800,U8000,,,UTAMA,Normal,RAPID,,HENTIAN BANDAR UTAMA :: KL SENTRAL,Bandar Utama ~ KL Sentral,,,1,2,0,,,,,,,,0,
841,IKEA,S6030,,,0,Shuttle,SH_OTHER,,,Kelana Jaya ~ Ikea / Ikano,,,1,1,0,,,,,,,,0,
842,PBD1,S0100,,,0,Shuttle,SH_OTHER,,,MRT PBD ~ Damanlela Open Carpark,,,1,1,0,,,,,,,,0,
843,MPS2,S1090,,,0,Shuttle,SS_MPS,,,KTM Rawang ~Taman Setia Jaya,,,1,1,0,,,,8.7,,,,0,
844,200,U2000,UIA GOMBAK,SOGO KL,UTAMA,Normal,RAPID,,SL162 HUB UIA :: KL117 BSN LEBUH AMPANG,UIA Gombak ~ SOGO KL,,35900.0,1,2,1,,,0,0.0,,30,,0,
845,201,U2010,BATU 12 GOMBAK,STESEN LRT SENTUL,UTAMA,Normal,RAPID,,HOSPITAL ORANG ASLI (OPP) :: KL53 GRAND SEASONS HOTEL,Batu 12 Gombak ~ Stesen LRT Sentul,,34500.0,1,2,1,,,0,0.0,,40,,0,
846,220,U2200,TAMAN MELAWATI,LEBUH AMPANG,UTAMA,Normal,RAPID,,KEDAI BESI :: KL117 BSN LEBUH AMPANG,Taman Melawati ~ Lebuh Ampang,18600.0,19900.0,1,2,1,,,38.5,19.9,,20,,0,
847,222,U2220,TAMAN MELAWATI,STESEN LRT WANGSA MAJU,UTAMA,Normal,RAPID,,KEDAI BESI :: HUB TITIWANGSA,Taman Melawati ~ Stesen LRT Wangsa Maju,,20000.0,1,2,1,,,20.5,0.0,,20,,0,
848,250,U2500,STESEN LRT WANGSA MAJU,LEBUH AMPANG,UTAMA,Normal,RAPID,,LRT WANGSA MAJU :: KL117 BSN LEBUH AMPANG,Stesen LRT Wangsa Maju ~ Lebuh Ampang,12500.0,15000.0,1,2,1,,,27.5,15.0,,20,,0,
849,251,U2510,AU3 JENTAYU,MONOREL CHOW KIT,UTAMA,Normal,RAPID,,MENARA JENTAYU :: NADI CORP,AU3 Jentayu ~ Monorel Chow Kit,,31500.0,1,2,1,,,0,0.0,,20,,0,
850,253,U2530,STESEN LRT WANGSA MAJU,AMPANG POINT,UTAMA,Normal,RAPID,,LRT WANGSA MAJU :: AJ108 AMPANG POINT (OPP),Stesen LRT Wangsa Maju ~ Ampang Point,,22100.0,1,2,1,,,22.1,22.1,,20,,0,
851,254,U2540,AYER PANAS,TITIWANGSA VIA CHOW KIT,UTAMA,Normal,RAPID,,FLAT SG BONOS :: HUB TITIWANGSA,Ayer Panas ~ Titiwangsa via Chow Kit,,9800.0,1,2,1,,,9.8,9.8,,17,,0,
852,T200,T2000,STESEN LRT GOMBAK,UIA GOMBAK,TEMPATAN,Normal,RAPID,,LRT GOMBAK :: SL160 IRKHS UIAM,Stesen LRT Gombak ~ UIA Gombak,,13000.0,1,2,1,,,13,13.0,,16,,0,
853,T201,T2010,STESEN LRT GOMBAK,HAB WIRA DAMAI,TEMPATAN,Normal,RAPID,,LRT GOMBAK :: HAB WIRA DAMAI,Stesen LRT Gombak ~ Hab Wira Damai,12200.0,12700.0,1,2,1,,,24,12.0,,16,,0,
854,T202,T2020,STESEN LRT TAMAN MELATI,TAMAN MELEWAR,TEMPATAN,Normal,RAPID,,LRT TMN MELATI :: KLINIK AL SAKINAH,Stesen LRT Taman Melati ~ Taman Melewar,,15000.0,1,2,1,,,15,15.0,,17,,0,
855,T203,T2030,STESEN LRT TAMAN MELATI,DANAU KOTA,TEMPATAN,Normal,RAPID,,LRT TMN MELATI :: MAYBANK (OPP),Stesen LRT Taman Melati ~ Danau Kota,,12300.0,1,2,1,,,12.3,12.3,,17,,0,
856,T221,T2210,STESEN LRT SRI RAMPAI,GIANT ULU KELANG,TEMPATAN,Normal,RAPID,,KEDAI BESI :: LRT SRI RAMPAI,Stesen LRT Sri Rampai ~ Giant Ulu Kelang,,11500.0,1,2,1,,,11.5,11.5,,26,,0,
857,T222,T2220,STESEN LRT SRI RAMPAI,UKAY PERDANA,TEMPATAN,Normal,RAPID,,FLAT UKAY PERDANA (OPP) :: LRT SRI RAMPAI,Stesen LRT Sri Rampai ~ UKAY Perdana,,24200.0,1,2,1,,,24.2,24.2,,26,,0,
858,T250,T2500,STESEN LRT WANGSA MAJU,SETAPAK SENTRAL,TEMPATAN,Normal,RAPID,,LRT WANGSA MAJU :: FESTIVAL CITY,Stesen LRT Wangsa Maju ~ Setapak Sentral,,13800.0,1,2,1,,,13.8,13.8,,22,,0,
859,T251,T2510,STESEN LRT SRI RAMPAI,SEKSYEN 10 WANGSA MAJU,TEMPATAN,Normal,RAPID,,LRT SRI RAMPAI :: ESSO,Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju,,8200.0,1,2,1,,,8.2,8.2,,26,,0,
860,BET16,R0160,WARTA BARU,PUTRAJAYA,UTAMA,Normal,RAPID,,WARTA BARU :: KKLW,Warta Baru ~ Putrajaya,53000.0,54000.0,1,2,1,,,107,54.0,,14,,0,
861,BET17,R0170,PINGGIRAN BATU CAVES,PUTRAJAYA,UTAMA,Normal,RAPID,,SL309 PANGSAPURI SAUJANA GOMBAK :: WISMA SUMBER ASLI,Pinggiran Batu Caves ~ Putrajaya,55000.0,61000.0,1,2,1,,,116.8,61.0,,11,,0,
862,M01,S6000,,,OTHER,Normal,RAPID,,KL SENTRAL :: RAJA CHULAN MONORAIL/MENARA KH,Monorel KL Sentral ~ Monorel Titiwangsa,,,1,2,0,,,,,,,,0,
863,AJ01,S0040,,,0,Shuttle,SS_MPAJ,,,Ukay Perdana ~ Taman Melawati via Sg. Sering,,,1,1,0,,,18,,,8,,0,
864,221,U2210,,,UTAMA,Normal,RAPID,,LRT DATO KERAMAT :: AJ108 AMPANG POINT (OPP),Stesen LRT Dato' Keramat ~ Ampang Point,,,1,4,0,,,14.8,14.8,,14,,0,
865,T223,T2230,STESEN LRT SETIAWANGSA,"AU3, JENTAYU, KERAMAT",TEMPATAN,Normal,RAPID,,LRT SETIAWANGSA :: KEDAI MAKAN,"Stesen LRT Setiawangsa ~ AU3, Jentayu, Keramat",,8400.0,1,4,1,,,8.4,8.4,,14,,0,
866,T224,T2240,STESEN LRT DATO KERAMAT,DESA PANDAN,TEMPATAN,Normal,RAPID,,LRT DATO KERAMAT :: SPEEDY VIDEO,Stesen LRT Dato Keramat ~ Desa Pandan,,8500.0,1,4,1,,,8.5,8.5,,14,,0,
