route_busstop_id,depot,route_id,route_no,line_id,bus_stop_id,stop_id,order,stop_category,border,hub_stop,ride_zone,alight_zone,entering_angle,distance,popular,municipal,dr,dt_created
1384,5,484,452,U452002,1606.0,1001609,1,,N,N,1,1,270.0,0,,,1,2020-03-09 11:10:44
1385,5,484,452,U452002,108.0,1000108,2,,N,N,1,1,269.0,500,,,1,2020-03-09 11:10:44
1386,5,484,452,U452002,3847.0,1003854,3,,N,N,1,1,349.0,2000,,,1,2020-03-09 11:10:44
1387,5,484,452,U452002,1714.0,1001717,4,,N,N,1,1,338.0,2400,,,1,2020-03-09 11:10:44
1388,5,484,452,U452002,3308.0,1003313,5,,N,N,1,1,342.0,2700,,,1,2020-03-09 11:10:44
1389,5,484,452,U452002,1337.0,1001339,6,,N,N,1,1,318.0,3400,,,1,2020-03-09 11:10:44
1390,5,484,452,U452002,3131.0,1003136,7,,N,N,1,1,330.0,3800,,,1,2020-03-09 11:10:44
1391,5,484,452,U452002,3903.0,1003911,8,,N,N,1,1,327.0,5400,,,1,2020-03-09 11:10:44
1392,5,484,452,U452002,4059.0,1004067,9,,N,N,1,1,332.0,6400,,,1,2020-03-09 11:10:44
1393,5,484,452,U452002,606.0,1000607,10,,N,N,1,1,333.0,6800,,,1,2020-03-09 11:10:44
1394,5,484,452,U452002,1312.0,1001314,11,,N,N,1,1,334.0,7200,,,1,2020-03-09 11:10:44
1395,5,484,452,U452002,3311.0,1003316,12,,N,N,1,1,331.0,7700,,,1,2020-03-09 11:10:44
1396,5,484,452,U452002,2742.0,1002747,13,,Y,N,2,1,340.0,8700,,,1,2020-03-09 11:10:44
1397,5,484,452,U452002,1285.0,1001287,14,,Y,N,2,1,298.0,9500,,,1,2020-03-09 11:10:44
1398,5,484,452,U452002,4004.0,1004012,15,,N,N,2,2,304.0,10800,,,1,2020-03-09 11:10:44
1399,5,484,452,U452002,2186.0,1002190,16,,N,N,2,2,308.0,11300,,,1,2020-03-09 11:10:44
1400,5,484,452,U452002,1549.0,1001552,17,,N,N,2,2,301.0,11900,,,1,2020-03-09 11:10:44
1401,5,484,452,U452002,952.0,1000954,18,,N,N,2,2,294.0,12900,,,1,2020-03-09 11:10:44
1402,5,484,452,U452002,3359.0,1003364,19,,N,N,2,2,312.0,14100,,,1,2020-03-09 11:10:44
1403,5,484,452,U452002,3970.0,1003978,20,,N,N,2,2,279.0,14250,,,1,2020-03-09 11:10:44
1404,5,484,452,U452002,4086.0,1004094,21,,N,N,2,2,281.0,14440,,,1,2020-03-09 11:10:44
1405,5,484,452,U452002,1361.0,1001363,22,,N,N,2,2,310.0,14580,,,1,2020-03-09 11:10:44
1406,5,484,452,U452002,2022.0,1002026,23,,Y,N,3,2,288.0,14700,,,1,2020-03-09 11:10:44
1407,5,484,452,U452002,4259.0,1004267,24,,N,N,3,3,280.0,16000,,,1,2020-03-09 11:10:44
1408,5,484,452,U452002,1747.0,1001750,25,,N,N,3,3,279.0,17400,,,1,2020-03-09 11:10:44
1409,5,484,452,U452002,1618.0,1001621,26,,Y,N,4,3,316.0,18700,,,1,2020-03-09 11:10:44
1410,5,484,452,U452002,2110.0,1002114,27,,Y,N,4,3,341.0,20200,,,1,2020-03-09 11:10:44
1411,5,484,452,U452002,3526.0,1003531,28,,Y,N,5,4,25.0,22800,,,1,2020-03-09 11:10:44
1412,5,484,452,U452002,1744.0,1001747,29,,Y,N,6,5,344.0,23300,,,1,2020-03-09 11:10:44
1413,5,484,452,U452002,2817.0,1002822,30,,Y,N,7,6,325.0,23700,,,1,2020-03-09 11:10:44
1414,5,484,452,U452002,817.0,1000819,31,,Y,N,7,6,340.0,24200,,,1,2020-03-09 11:10:44
1415,5,484,452,U452002,781.0,1000783,32,,N,N,7,7,353.0,24700,,,1,2020-03-09 11:10:44
1416,5,484,452,U452002,3665.0,1003671,33,,N,N,7,7,8.0,24900,,,1,2020-03-09 11:10:44
1417,5,484,452,U452002,1805.0,1001808,34,,N,N,7,7,328.0,25400,,,1,2020-03-09 11:10:44
1418,5,484,452,U452002,1203.0,1001205,35,,N,N,7,7,328.0,25700,,,1,2020-03-09 11:10:44
1419,5,484,452,U452002,1523.0,1001526,36,,N,N,7,7,293.0,26100,,,1,2020-03-09 11:10:44
1420,5,484,452,U452002,1641.0,1001644,37,,N,N,7,7,304.0,26700,,,1,2020-03-09 11:10:44
1421,5,484,452,U452002,1067.0,1001069,38,,N,N,7,7,307.0,27200,,,1,2020-03-09 11:10:44
1422,5,484,452,U452002,2289.0,1002293,39,,Y,N,8,7,308.0,27600,,,1,2020-03-09 11:10:44
1423,5,484,452,U452002,1843.0,1001846,40,,Y,N,8,7,314.0,28000,,,1,2020-03-09 11:10:44
1424,5,484,452,U452002,250.0,1000250,41,,Y,N,8,7,350.0,28800,,,1,2020-03-09 11:10:44
1425,5,484,452,U452002,946.0,1000948,42,,N,N,8,8,300.0,29900,,,1,2020-03-09 11:10:44
1426,5,484,452,U452002,2077.0,1002081,43,,N,N,8,8,131.0,30700,,,1,2020-03-09 11:10:44
1427,5,484,452,U452001,2077.0,1002081,1,,N,N,8,8,131.0,0,,,2,2020-03-09 11:10:44
1428,5,484,452,U452001,932.0,1000934,2,,N,N,8,8,120.0,400,,,2,2020-03-09 11:10:44
1429,5,484,452,U452001,951.0,1000953,3,,N,N,8,8,120.0,1000,,,2,2020-03-09 11:10:44
1430,5,484,452,U452001,3920.0,1003928,4,,Y,N,7,8,170.0,1600,,,2,2020-03-09 11:10:44
1431,5,484,452,U452001,1844.0,1001847,5,,Y,N,7,8,134.0,2100,,,2,2020-03-09 11:10:44
1432,5,484,452,U452001,2282.0,1002286,6,,Y,N,7,8,128.0,2800,,,2,2020-03-09 11:10:44
1433,5,484,452,U452001,853.0,1000855,7,,N,N,7,7,127.0,3200,,,2,2020-03-09 11:10:44
1434,5,484,452,U452001,1033.0,1001035,8,,N,N,7,7,127.0,3700,,,2,2020-03-09 11:10:44
1435,5,484,452,U452001,665.0,1000666,9,,N,N,7,7,124.0,4200,,,2,2020-03-09 11:10:44
1436,5,484,452,U452001,1204.0,1001206,10,,N,N,7,7,148.0,5000,,,2,2020-03-09 11:10:44
1437,5,484,452,U452001,276.0,1000276,11,,N,N,7,7,188.0,5700,,,2,2020-03-09 11:10:44
1438,5,484,452,U452001,2244.0,1002248,12,,N,N,7,7,173.0,6100,,,2,2020-03-09 11:10:44
1439,5,484,452,U452001,1720.0,1001723,13,,N,N,7,7,163.0,6500,,,2,2020-03-09 11:10:44
1440,5,484,452,U452001,3480.0,1003485,14,,Y,N,6,7,137.0,8100,,,2,2020-03-09 11:10:44
1441,5,484,452,U452001,486.0,1000486,15,,N,N,6,6,163.0,8500,,,2,2020-03-09 11:10:44
1442,5,484,452,U452001,1745.0,1001748,16,,Y,N,5,6,164.0,9000,,,2,2020-03-09 11:10:44
1443,5,484,452,U452001,3527.0,1003532,17,,Y,N,5,6,182.0,9800,,,2,2020-03-09 11:10:44
1444,5,484,452,U452001,1619.0,1001622,18,,N,N,5,5,136.0,10400,,,2,2020-03-09 11:10:44
1445,5,484,452,U452001,922.0,1000924,19,,Y,N,4,5,179.0,11000,,,2,2020-03-09 11:10:44
1446,5,484,452,U452001,921.0,1000923,20,,N,N,4,4,111.0,11600,,,2,2020-03-09 11:10:44
1447,5,484,452,U452001,3361.0,1003366,21,,Y,N,3,4,108.0,12000,,,2,2020-03-09 11:10:44
1448,5,484,452,U452001,3538.0,1003543,22,,N,N,3,3,128.0,17100,,,2,2020-03-09 11:10:44
1449,5,484,452,U452001,4085.0,1004093,23,,N,N,3,3,104.0,17300,,,2,2020-03-09 11:10:44
1450,5,484,452,U452001,295.0,1000295,24,,N,N,3,3,99.0,17500,,,2,2020-03-09 11:10:44
1451,5,484,452,U452001,3360.0,1003365,25,,Y,N,2,3,118.0,17700,,,2,2020-03-09 11:10:44
1452,5,484,452,U452001,1342.0,1001344,26,,N,N,2,2,106.0,18300,,,2,2020-03-09 11:10:44
1453,5,484,452,U452001,1550.0,1001553,27,,N,N,2,2,121.0,18900,,,2,2020-03-09 11:10:44
1454,5,484,452,U452001,3833.0,1003840,28,,N,N,2,2,128.0,19500,,,2,2020-03-09 11:10:44
1455,5,484,452,U452001,4005.0,1004013,29,,N,N,2,2,129.0,20300,,,2,2020-03-09 11:10:44
1456,5,484,452,U452001,2799.0,1002804,30,,N,N,2,2,153.0,21000,,,2,2020-03-09 11:10:44
1457,5,484,452,U452001,2030.0,1002034,31,,N,N,2,2,163.0,23300,,,2,2020-03-09 11:10:44
1458,5,484,452,U452001,2760.0,1002765,32,,N,N,2,2,154.0,23800,,,2,2020-03-09 11:10:44
1459,5,484,452,U452001,3435.0,1003440,33,,N,N,2,2,153.0,24700,,,2,2020-03-09 11:10:44
1460,5,484,452,U452001,1011.0,1001013,34,,N,N,2,2,160.0,25900,,,2,2020-03-09 11:10:44
1461,5,484,452,U452001,2547.0,1002552,35,,N,N,2,2,152.0,26300,,,2,2020-03-09 11:10:44
1462,5,484,452,U452001,3904.0,1003912,36,,N,N,2,2,147.0,27900,,,2,2020-03-09 11:10:44
1463,5,484,452,U452001,2034.0,1002038,37,,Y,N,1,2,150.0,28500,,,2,2020-03-09 11:10:44
1464,5,484,452,U452001,2819.0,1002824,38,,N,N,1,1,174.0,29800,,,2,2020-03-09 11:10:44
1465,5,484,452,U452001,2826.0,1002831,39,,N,N,1,1,156.0,30600,,,2,2020-03-09 11:10:44
1466,5,484,452,U452001,246.0,1000246,40,,N,N,1,1,158.0,31200,,,2,2020-03-09 11:10:44
1467,5,484,452,U452001,1606.0,1001609,41,,N,N,1,1,270.0,32000,,,2,2020-03-09 11:10:44
1468,5,485,551,U551002,3896.0,1003903,1,,N,N,1,1,115.0,0,,,1,2020-03-09 11:10:44
1469,5,485,551,U551002,1466.0,1001468,2,,N,N,1,1,204.0,846,,,1,2020-03-09 11:10:44
1470,5,485,551,U551002,2810.0,1002815,3,,N,N,1,1,204.0,1411,,,1,2020-03-09 11:10:44
1471,5,485,551,U551002,2788.0,1002793,4,,N,N,1,1,189.0,2013,,,1,2020-03-09 11:10:44
1472,5,485,551,U551002,2541.0,1002546,5,,Y,N,2,1,218.0,2553,,,1,2020-03-09 11:10:44
1473,5,485,551,U551002,822.0,1000824,6,,Y,N,2,1,309.0,3616,,,1,2020-03-09 11:10:44
1474,5,485,551,U551002,4428.0,1006080,7,,N,N,2,2,221.0,4231,,,1,2020-03-09 11:10:44
1475,5,485,551,U551002,4525.0,1006177,8,,N,N,2,2,1.0,5606,,,1,2020-03-09 11:10:44
1476,5,485,551,U551002,4526.0,1006178,9,,N,N,2,2,342.0,5978,,,1,2020-03-09 11:10:44
1477,5,485,551,U551002,4527.0,1006179,10,,N,N,2,2,325.0,6276,,,1,2020-03-09 11:10:44
1478,5,485,551,U551002,4528.0,1006180,11,,N,N,2,2,7.0,7137,,,1,2020-03-09 11:10:44
1479,5,485,551,U551002,4529.0,1006181,12,,N,N,2,2,263.0,9149,,,1,2020-03-09 11:10:44
1480,5,485,551,U551002,4438.0,1006090,13,,Y,N,3,2,163.0,9648,,,1,2020-03-09 11:10:44
1481,5,485,551,U551002,4439.0,1006091,14,,N,N,3,3,153.0,11822,,,1,2020-03-09 11:10:44
1482,5,485,551,U551002,4410.0,1006062,15,,N,N,3,3,155.0,12688,,,1,2020-03-09 11:10:44
1483,5,485,551,U551002,4429.0,1006081,16,,N,N,3,3,207.0,13503,,,1,2020-03-09 11:10:44
1484,5,485,551,U551002,4430.0,1006082,17,,N,N,3,3,208.0,13731,,,1,2020-03-09 11:10:44
1485,5,485,551,U551002,4431.0,1006083,18,,N,N,3,3,77.0,14683,,,1,2020-03-09 11:10:44
1486,5,485,551,U551002,4432.0,1006084,19,,N,N,3,3,20.0,15302,,,1,2020-03-09 11:10:44
1487,5,485,551,U551002,4433.0,1006085,20,,N,N,3,3,72.0,16377,,,1,2020-03-09 11:10:44
1488,5,485,551,U551002,4434.0,1006086,21,,N,N,3,3,217.0,17137,,,1,2020-03-09 11:10:44
1489,5,485,551,U551002,4435.0,1006087,22,,N,N,3,3,80.0,17526,,,1,2020-03-09 11:10:44
1490,5,485,551,U551002,4530.0,1006182,23,,Y,N,4,3,318.0,17951,,,1,2020-03-09 11:10:44
1491,5,485,551,U551002,4418.0,1006070,24,,N,N,4,4,320.0,20775,,,1,2020-03-09 11:10:44
1492,5,485,551,U551002,4419.0,1006071,25,,N,N,4,4,316.0,21043,,,1,2020-03-09 11:10:44
1493,5,485,551,U551002,4420.0,1006072,26,,N,N,4,4,318.0,21394,,,1,2020-03-09 11:10:44
1494,5,485,551,U551002,1729.0,1001732,27,,N,N,4,4,321.0,25367,,,1,2020-03-09 11:10:44
1495,5,485,551,U551002,1687.0,1001690,28,,Y,N,5,4,331.0,27182,,,1,2020-03-09 11:10:44
1496,5,485,551,U551002,4033.0,1004041,29,,N,N,5,5,6.0,31963,,,1,2020-03-09 11:10:44
1497,5,485,551,U551002,3953.0,1003961,30,,N,N,5,5,345.0,32779,,,1,2020-03-09 11:10:44
1498,5,485,551,U551002,264.0,1000264,31,,N,N,5,5,321.0,33207,,,1,2020-03-09 11:10:44
1499,5,485,551,U551002,1439.0,1001441,32,,N,N,5,5,10.0,33682,,,1,2020-03-09 11:10:44
1500,5,485,551,U551002,3569.0,1003574,33,,N,N,5,5,312.0,34979,,,1,2020-03-09 11:10:44
1501,5,485,551,U551002,4138.0,1004146,34,,Y,N,6,5,324.0,35278,,,1,2020-03-09 11:10:44
1502,5,485,551,U551002,278.0,1000278,35,,Y,N,6,5,56.0,36032,,,1,2020-03-09 11:10:44
1503,5,485,551,U551002,1057.0,1001059,36,,N,N,6,6,29.0,36846,,,1,2020-03-09 11:10:44
1504,5,485,551,U551002,2701.0,1002706,37,,N,N,6,6,352.0,38556,,,1,2020-03-09 11:10:44
1505,5,485,551,U551002,391.0,1000391,38,,N,N,6,6,350.0,38918,,,1,2020-03-09 11:10:44
1506,5,485,551,U551002,1961.0,1001965,39,,N,N,6,6,35.0,40500,,,1,2020-03-09 11:10:44
1507,5,485,551,U551002,2289.0,1002293,40,,Y,N,7,6,308.0,41671,,,1,2020-03-09 11:10:44
1508,5,485,551,U551002,1843.0,1001846,41,,Y,N,7,6,314.0,42114,,,1,2020-03-09 11:10:44
1509,5,485,551,U551002,946.0,1000948,42,,N,N,7,7,300.0,43287,,,1,2020-03-09 11:10:44
1510,5,485,551,U551002,2077.0,1002081,43,,N,N,7,7,131.0,44306,,,1,2020-03-09 11:10:44
1511,5,485,551,U551001,2077.0,1002081,1,,N,N,7,7,131.0,0,,,2,2020-03-09 11:10:44
1512,5,485,551,U551001,932.0,1000934,2,,N,N,7,7,120.0,789,,,2,2020-03-09 11:10:44
1513,5,485,551,U551001,1844.0,1001847,3,,Y,N,6,7,134.0,2106,,,2,2020-03-09 11:10:44
1514,5,485,551,U551001,2282.0,1002286,4,,Y,N,6,7,128.0,2495,,,2,2020-03-09 11:10:44
1515,5,485,551,U551001,3475.0,1003480,5,,N,N,6,6,182.0,4282,,,2,2020-03-09 11:10:44
1516,5,485,551,U551001,390.0,1000390,6,,Y,N,5,6,170.0,5377,,,2,2020-03-09 11:10:44
1517,5,485,551,U551001,2702.0,1002707,7,,N,N,5,5,203.0,5947,,,2,2020-03-09 11:10:44
1518,5,485,551,U551001,4034.0,1004042,8,,N,N,5,5,224.0,6426,,,2,2020-03-09 11:10:44
1519,5,485,551,U551001,1058.0,1001060,9,,N,N,5,5,209.0,7427,,,2,2020-03-09 11:10:44
1520,5,485,551,U551001,1440.0,1001442,10,,N,N,5,5,142.0,10451,,,2,2020-03-09 11:10:44
1521,5,485,551,U551001,1438.0,1001440,11,,N,N,5,5,187.0,10878,,,2,2020-03-09 11:10:44
1522,5,485,551,U551001,3954.0,1003962,12,,N,N,5,5,165.0,11563,,,2,2020-03-09 11:10:44
1523,5,485,551,U551001,4032.0,1004040,13,,N,N,5,5,186.0,12169,,,2,2020-03-09 11:10:44
1524,5,485,551,U551001,2827.0,1002832,14,,N,N,5,5,182.0,13494,,,2,2020-03-09 11:10:44
1525,5,485,551,U551001,180.0,1000180,15,,N,N,5,5,174.0,15098,,,2,2020-03-09 11:10:44
1526,5,485,551,U551001,1686.0,1001689,16,,Y,N,4,5,151.0,17045,,,2,2020-03-09 11:10:44
1527,5,485,551,U551001,3425.0,1003430,17,,N,N,4,4,146.0,18906,,,2,2020-03-09 11:10:44
1528,5,485,551,U551001,4421.0,1006073,18,,N,N,4,4,119.0,22749,,,2,2020-03-09 11:10:44
1529,5,485,551,U551001,4531.0,1006183,19,,Y,N,3,4,155.0,26637,,,2,2020-03-09 11:10:44
1530,5,485,551,U551001,4532.0,1006184,20,,N,N,3,3,165.0,27077,,,2,2020-03-09 11:10:44
1531,5,485,551,U551001,4533.0,1006185,21,,N,N,3,3,128.0,27367,,,2,2020-03-09 11:10:44
1532,5,485,551,U551001,4534.0,1006186,22,,N,N,3,3,181.0,28173,,,2,2020-03-09 11:10:44
1533,5,485,551,U551001,4535.0,1006187,23,,N,N,3,3,164.0,29298,,,2,2020-03-09 11:10:44
1534,5,485,551,U551001,4536.0,1006188,24,,N,N,3,3,170.0,29782,,,2,2020-03-09 11:10:44
1535,5,485,551,U551001,375.0,1000375,25,,N,N,3,3,163.0,30262,,,2,2020-03-09 11:10:44
1536,5,485,551,U551001,4537.0,1006189,26,,N,N,3,3,89.0,30633,,,2,2020-03-09 11:10:44
1537,5,485,551,U551001,4538.0,1006190,27,,N,N,3,3,318.0,31841,,,2,2020-03-09 11:10:44
1538,5,485,551,U551001,4539.0,1006191,28,,N,N,3,3,318.0,32290,,,2,2020-03-09 11:10:44
1539,5,485,551,U551001,4540.0,1006192,29,,Y,N,2,3,94.0,35037,,,2,2020-03-09 11:10:44
1540,5,485,551,U551001,4541.0,1006193,30,,N,N,2,2,215.0,37223,,,2,2020-03-09 11:10:44
1541,5,485,551,U551001,4542.0,1006194,31,,N,N,2,2,179.0,38071,,,2,2020-03-09 11:10:44
1542,5,485,551,U551001,4543.0,1006195,32,,N,N,2,2,186.0,38363,,,2,2020-03-09 11:10:44
1543,5,485,551,U551001,4544.0,1006196,33,,N,N,2,2,190.0,38724,,,2,2020-03-09 11:10:44
1544,5,485,551,U551001,4411.0,1006063,34,,N,N,2,2,148.0,39951,,,2,2020-03-09 11:10:44
1545,5,485,551,U551001,2545.0,1002550,35,,Y,N,1,2,46.0,40642,,,2,2020-03-09 11:10:44
1546,5,485,551,U551001,2539.0,1002544,36,,Y,N,1,2,38.0,41586,,,2,2020-03-09 11:10:44
1547,5,485,551,U551001,1357.0,1001359,37,,N,N,1,1,352.0,42065,,,2,2020-03-09 11:10:44
1548,5,485,551,U551001,2809.0,1002814,38,,N,N,1,1,24.0,42673,,,2,2020-03-09 11:10:44
1549,5,485,551,U551001,1465.0,1001467,39,,N,N,1,1,30.0,43249,,,2,2020-03-09 11:10:44
1550,5,485,551,U551001,3896.0,1003903,40,,N,N,1,1,115.0,44194,,,2,2020-03-09 11:10:44
2557,5,519,BET2,R002002,4181.0,1004189,1,,N,N,1,1,304.0,0,,,1,2020-03-09 11:10:44
2558,5,519,BET2,R002002,3226.0,1003231,2,,N,N,1,1,236.0,574,,,1,2020-03-09 11:10:44
2559,5,519,BET2,R002002,4031.0,1004039,3,,N,N,1,1,247.0,1685,,,1,2020-03-09 11:10:44
2560,5,519,BET2,R002002,1721.0,1001724,4,,N,N,1,1,265.0,1959,,,1,2020-03-09 11:10:44
2561,5,519,BET2,R002002,4188.0,1004196,5,,N,N,1,1,299.0,2620,,,1,2020-03-09 11:10:44
2562,5,519,BET2,R002002,3526.0,1003531,6,,N,N,1,1,25.0,3778,,,1,2020-03-09 11:10:44
2563,5,519,BET2,R002002,3437.0,1003442,7,,N,N,1,1,332.0,4741,,,1,2020-03-09 11:10:44
2564,5,519,BET2,R002002,3922.0,1003930,8,,N,N,1,1,342.0,5570,,,1,2020-03-09 11:10:44
2565,5,519,BET2,R002002,4114.0,1004122,9,,N,N,1,1,295.0,7945,,,1,2020-03-09 11:10:44
2566,5,519,BET2,R002002,2569.0,1002574,10,,N,N,1,1,282.0,9513,,,1,2020-03-09 11:10:44
2567,5,519,BET2,R002002,435.0,1000435,11,,N,N,1,1,352.0,10540,,,1,2020-03-09 11:10:44
2568,5,519,BET2,R002002,1744.0,1001747,12,,N,N,1,1,344.0,10924,,,1,2020-03-09 11:10:44
2569,5,519,BET2,R002002,2817.0,1002822,13,,N,N,1,1,325.0,12741,,,1,2020-03-09 11:10:44
2570,5,519,BET2,R002002,817.0,1000819,14,,N,N,1,1,340.0,13613,,,1,2020-03-09 11:10:44
2571,5,519,BET2,R002002,473.0,1000473,15,,N,N,1,1,2.0,16662,,,1,2020-03-09 11:10:44
2572,5,519,BET2,R002002,4242.0,1004250,16,,N,N,1,1,11.0,16993,,,1,2020-03-09 11:10:44
2573,5,519,BET2,R002002,1843.0,1001846,17,,N,N,1,1,314.0,17392,,,1,2020-03-09 11:10:44
2574,5,519,BET2,R002002,250.0,1000250,18,,N,N,1,1,350.0,17803,,,1,2020-03-09 11:10:44
2575,5,519,BET2,R002002,2077.0,1002081,19,,N,N,1,1,131.0,19800,,,1,2020-03-09 11:10:44
2576,5,519,BET2,R002001,2077.0,1002081,1,,N,N,1,1,131.0,0,,,2,2020-03-09 11:10:44
2577,5,519,BET2,R002001,932.0,1000934,2,,N,N,1,1,120.0,853,,,2,2020-03-09 11:10:44
2578,5,519,BET2,R002001,951.0,1000953,3,,N,N,1,1,120.0,1005,,,2,2020-03-09 11:10:44
2579,5,519,BET2,R002001,3920.0,1003928,4,,N,N,1,1,170.0,1669,,,2,2020-03-09 11:10:44
2580,5,519,BET2,R002001,1844.0,1001847,5,,N,N,1,1,134.0,2149,,,2,2020-03-09 11:10:44
2581,5,519,BET2,R002001,4243.0,1004251,6,,N,N,1,1,191.0,2597,,,2,2020-03-09 11:10:44
2582,5,519,BET2,R002001,474.0,1000474,7,,N,N,1,1,182.0,2878,,,2,2020-03-09 11:10:44
2583,5,519,BET2,R002001,1720.0,1001723,8,,N,N,1,1,163.0,6011,,,2,2020-03-09 11:10:44
2584,5,519,BET2,R002001,3480.0,1003485,9,,N,N,1,1,137.0,6940,,,2,2020-03-09 11:10:44
2585,5,519,BET2,R002001,486.0,1000486,10,,N,N,1,1,163.0,8278,,,2,2020-03-09 11:10:44
2586,5,519,BET2,R002001,1745.0,1001748,11,,N,N,1,1,164.0,8623,,,2,2020-03-09 11:10:44
2587,5,519,BET2,R002001,438.0,1000438,12,,N,N,1,1,172.0,9038,,,2,2020-03-09 11:10:44
2588,5,519,BET2,R002001,2568.0,1002573,13,,N,N,1,1,102.0,9925,,,2,2020-03-09 11:10:44
2589,5,519,BET2,R002001,2515.0,1002520,14,,N,N,1,1,106.0,10508,,,2,2020-03-09 11:10:44
2590,5,519,BET2,R002001,2518.0,1002523,15,,N,N,1,1,108.0,11202,,,2,2020-03-09 11:10:44
2591,5,519,BET2,R002001,1901.0,1001905,16,,N,N,1,1,162.0,14038,,,2,2020-03-09 11:10:44
2592,5,519,BET2,R002001,3527.0,1003532,17,,N,N,1,1,182.0,15352,,,2,2020-03-09 11:10:44
2593,5,519,BET2,R002001,1017.0,1001019,18,,N,N,1,1,128.0,16909,,,2,2020-03-09 11:10:44
2594,5,519,BET2,R002001,1722.0,1001725,19,,N,N,1,1,67.0,17617,,,2,2020-03-09 11:10:44
2595,5,519,BET2,R002001,4030.0,1004038,20,,N,N,1,1,67.0,17793,,,2,2020-03-09 11:10:44
2596,5,519,BET2,R002001,2847.0,1002852,21,,N,N,1,1,340.0,19018,,,2,2020-03-09 11:10:44
2597,5,519,BET2,R002001,2504.0,1002509,22,,N,N,1,1,328.0,19963,,,2,2020-03-09 11:10:44
2598,5,519,BET2,R002001,3854.0,1003861,23,,N,N,1,1,3.0,20433,,,2,2020-03-09 11:10:44
2599,5,519,BET2,R002001,3534.0,1003539,24,,N,N,1,1,61.0,20921,,,2,2020-03-09 11:10:44
2600,5,519,BET2,R002001,4100.0,1004108,25,,N,N,1,1,61.0,21219,,,2,2020-03-09 11:10:44
2601,5,519,BET2,R002001,2728.0,1002733,26,,N,N,1,1,174.0,21991,,,2,2020-03-09 11:10:44
2602,5,519,BET2,R002001,4108.0,1004116,27,,N,N,1,1,198.0,22571,,,2,2020-03-09 11:10:44
2603,5,519,BET2,R002001,78.0,1000078,28,,N,N,1,1,263.0,23348,,,2,2020-03-09 11:10:44
2604,5,519,BET2,R002001,3498.0,1003503,29,,N,N,1,1,164.0,23716,,,2,2020-03-09 11:10:44
2605,5,519,BET2,R002001,3225.0,1003230,30,,N,N,1,1,56.0,24646,,,2,2020-03-09 11:10:44
2606,5,519,BET2,R002001,2693.0,1002698,31,,N,N,1,1,50.0,25443,,,2,2020-03-09 11:10:44
2607,5,519,BET2,R002001,3028.0,1003033,32,,N,N,1,1,50.0,25795,,,2,2020-03-09 11:10:44
2608,5,519,BET2,R002001,3047.0,1003052,33,,N,N,1,1,49.0,26128,,,2,2020-03-09 11:10:44
2609,5,519,BET2,R002001,3394.0,1003399,34,,N,N,1,1,101.0,26455,,,2,2020-03-09 11:10:44
2610,5,519,BET2,R002001,125.0,1000125,35,,N,N,1,1,141.0,27033,,,2,2020-03-09 11:10:44
2611,5,519,BET2,R002001,3188.0,1003193,36,,N,N,1,1,230.0,28000,,,2,2020-03-09 11:10:44
2612,5,555,T403,T403002,2725.0,1002730,1,,N,N,1,1,219.0,0,,,1,2020-03-09 11:10:44
2613,5,555,T403,T403002,4037.0,1004045,2,,N,N,1,1,198.0,473,,,1,2020-03-09 11:10:44
2614,5,555,T403,T403002,2161.0,1002165,3,,N,N,1,1,194.0,953,,,1,2020-03-09 11:10:44
2615,5,555,T403,T403002,3051.0,1003056,4,,N,N,1,1,172.0,1113,,,1,2020-03-09 11:10:44
2616,5,555,T403,T403002,672.0,1000673,5,,N,N,1,1,151.0,1443,,,1,2020-03-09 11:10:44
2617,5,555,T403,T403002,11.0,1000011,6,,N,N,1,1,37.0,1890,,,1,2020-03-09 11:10:44
2618,5,555,T403,T403002,4066.0,1004074,7,,N,N,1,1,78.0,2221,,,1,2020-03-09 11:10:44
2619,5,555,T403,T403002,4001.0,1004009,8,,N,N,1,1,79.0,2541,,,1,2020-03-09 11:10:44
2620,5,555,T403,T403002,4000.0,1004008,9,,N,N,1,1,255.0,2840,,,1,2020-03-09 11:10:44
2621,5,555,T403,T403002,4065.0,1004073,10,,N,N,1,1,258.0,3178,,,1,2020-03-09 11:10:44
2622,5,555,T403,T403002,12.0,1000012,11,,N,N,1,1,217.0,3504,,,1,2020-03-09 11:10:44
2623,5,555,T403,T403002,3929.0,1003937,12,,N,N,1,1,200.0,3730,,,1,2020-03-09 11:10:44
2624,5,555,T403,T403002,1121.0,1001123,13,,N,N,1,1,289.0,4510,,,1,2020-03-09 11:10:44
2625,5,555,T403,T403002,3473.0,1003478,14,,N,N,1,1,289.0,4631,,,1,2020-03-09 11:10:44
2626,5,555,T403,T403002,803.0,1000805,15,,N,N,1,1,199.0,4790,,,1,2020-03-09 11:10:44
2627,5,555,T403,T403002,2519.0,1002524,16,,N,N,1,1,206.0,5098,,,1,2020-03-09 11:10:44
2628,5,555,T403,T403002,2520.0,1002525,17,,N,N,1,1,291.0,5402,,,1,2020-03-09 11:10:44
2629,5,555,T403,T403002,2569.0,1002574,18,,N,N,1,1,282.0,6459,,,1,2020-03-09 11:10:44
2630,5,555,T403,T403002,435.0,1000435,19,,N,N,1,1,352.0,7512,,,1,2020-03-09 11:10:44
2631,5,555,T403,T403002,1744.0,1001747,20,,N,N,1,1,344.0,7772,,,1,2020-03-09 11:10:44
