depot_id,depot_name,state,zone,code,route_id,route_desc,bus_stop_id,distance,stop_name,street_name,latitude,longitude,geolocation
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,1.0,TITIWANGSA - BKT BINTANG via KG BARU,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,2.0,KL SENTRAL - MALURI,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,3.0,MALURI - TITIWANGSA via KLCC,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,4.0,JLN SULTAN MOHD - PARLIMEN,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,5.0,PINGGIRAN BT CAVES - CHOW KIT,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,6.0,GREENWOOD - CHOW KIT,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,7.0,BDR BARU SELAYANG - CHOW KIT,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,10.0,TMN JASA UTAMA - CHOW KIT,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,11.0,SEGAMBUT DALAM - CHOW KIT,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,13.0,PINGGIRAN BT CAVES - CHOW KIT via TMN BATU MUDA,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,14.0,MANJALARA - CHOW KIT,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,17.0,SRI SEGAMBUT/JINJANG SELATAN - CHOW KIT,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,20.0,TMN DATO SENU - TITIWANGSA via BB SENTUL,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,21.0,SG MAS - TMN MASTIARA,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,105.0,PASARAMAKOTA - BANGSAR PARK,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,132.0,TERMINAL BUS TITIWANGSA - MATRADE,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,137.0,JINJANG UTARA - LEBUH AMPANG,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,138.0,TMN DATO SENU - KOTARAYA,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,168.0,Pinggiran Batu Caves - Pasar Seni,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,178.0,PURPLE LINE(Pasar Seni ~ Bukit Bintang),,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,184.0,PASAR SENI - BANGKOK BANK - BUKIT BINTANG,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,185.0,MENARA KL - PAVILION - BUKIT BINTANG,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,191.0,SEWA KHAS SENTUL,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,450.0,GREENWOOD-KG.NAKHODA,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,458.0,Hab Wira Damai ~ Lebuh Ampang,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,459.0,Hub Wira Damai ~ Lebuh Ampang via Sentul,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,460.0,Taman Greenwood ~ Chow Kit,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,461.0,Taman Jasa Utama ~ Lebuh Ampang,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,462.0,Bandar Dato' Senu ~ Pasar Seni,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,463.0,Segambut Dalam ~ Lin Ho Jln Lekiu,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,466.0,Hub Wira Damai ~ Lebuh Ampang via Gombak,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,476.0,Titiwangsa ~ KLCC,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,494.0,Pudu Sentral ~ Terminal Bersepadu Selatan,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,512.0,BANGSAR PARK ~ PASAR SENI,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,514.0,Pasar Seni ~ Kompleks Mahkamah Jalan Duta,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,515.0,Titiwangsa ~ Solaris Dutamas,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,524.0,KLCC ~ Bukit Bintang,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,529.0,Pasar Seni ~ Bukit Bintang,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,532.0,Kompleks Sungai Mas ~ Taman Mastiara,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,533.0,Taman Dato' Senu ~ Stesen KTM Sentul ~ Stesen LRT Sentul Timur,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,534.0,Taman Sri Segambut ~ KTM Segambut,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,539.0,Kampung Nakhoda ~ Taman Greenwood,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,601.0,Bas yang disewakan khas untuk kegunaan lain,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,640.0,Selayang Mutiara ~ LRT Gombak (2way: 54km),,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,644.0,Terminal Bas Jln Tun Razak ~ Bukit Bintang,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,645.0,Terminal Bas Jln Tun Razak ~ KL Sentral,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,711.0,Pantai Hill Park ~ Pasar Seni,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,746.0,KL SENTRAL-RAJA CHULAN,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,747.0,HANG TUAH-RAJA CHULAN,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,748.0,CHOW KIT-RAJA CHULAN,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,749.0,KL SENTRAL-RAJA CHULAN,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,751.0,Taman Sri Segambut~Medan Pasar,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,809.0,KTM Sentul - KL Sentral,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,810.0,KTM SENTUL - LRT SENTUL,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,825.0,Pasar Seni - Batu Caves,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,830.0,LRT Gombak - Batu Caves,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,841.0,Kelana Jaya ~ Ikea / Ikano,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,842.0,MRT PBD ~ Damanlela Open Carpark,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,843.0,KTM Rawang ~Taman Setia Jaya,,,,,,,POINT EMPTY
1,Sentul,Selangor/Kuala Lumpur,RKL,STL,863.0,Ukay Perdana ~ Taman Melawati via Sg. Sering,,,,,,,POINT EMPTY
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,833.0,Kota Damansara ~ Pasar Seni,,,,,,,POINT EMPTY
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2778.0,1.0,SA699 HAB BAS U5,PERS UTARID U5/10,3.177228,101.536335,POINT (3.177228 101.536335)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2116.0,245.0,SA703 KOMERSIAL SUBANG U5,JLN UTARID U5/3,3.178706,101.535787,POINT (3.178706 101.535787)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2071.0,461.0,SA704 MUTIARA SUBANG,JLN UTARID U5/3,3.183078,101.535779,POINT (3.183078 101.535779)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3693.0,722.0,SA721 APARTMENT SUBANG SURIA,PERS ATMOSFERA,3.184248,101.535235,POINT (3.184248 101.535235)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2181.0,971.0,SA707 PANGSAPURI UTARID,PERS ATMOSFERA,3.182572,101.535168,POINT (3.182572 101.535168)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2117.0,1573.0,SA698 KOMERSIAL SUBANG U5,JLN UTARID U5/3,3.1786948145849,101.5359274709,POINT (3.1786948145849 101.5359274709)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3171.0,1909.0,SA723 TAMAN SUBANG PELANGI,JLN UTARID U5/27,3.174251,101.532089,POINT (3.174251 101.532089)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4061.0,2744.0,SA686 PANGSAPURI SRI PELANGI,PERS GALAKSI,3.1690848350424,101.53428487918,POINT (3.1690848350424 101.53428487918)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1519.0,2955.0,SA687 TAMAN PUTERI SUBANG,PERS GALAKSI,3.167513,101.534259,POINT (3.167513 101.534259)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,10695.0,3123.0,SA688 APARTMENT JASMIN,PERS GALAKSI,3.165047,101.535131,POINT (3.165047 101.535131)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2577.0,3517.0,SA689 KOMERSIAL PINGGIRAN SUBANG,PERS GALAKSI,3.1625527984051,101.536002893,POINT (3.1625527984051 101.536002893)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4125.0,4532.0,SA749 KG MELAYU SUBANG (UTARA),JLN SG BULOH,3.159753,101.532064,POINT (3.159753 101.532064)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1445.0,5644.0,SA664 SMK SUBANG (OPP),JLN BUKIT BADAK,3.152921,101.529267,POINT (3.152921 101.529267)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1730.0,5953.0,SA667 KG MELAYU SUBANG (BARAT),JLN BUKIT BADAK,3.148669,101.530516,POINT (3.148669 101.530516)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2378.0,7063.0,SA668 KG MELAYU SUBANG (SELATAN),JLN KG BARU SUBANG,3.144093,101.535883,POINT (3.144093 101.535883)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2042.0,7341.0,SA669 PEKAN BARU SUBANG,JLN KG BARU SUBANG,3.1454106605383,101.53798409554,POINT (3.1454106605383 101.53798409554)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3692.0,8342.0,SA672 KOMERSIAL SUBANG PERDANA,JLN SUBANG PERDANA 4/1,3.149769,101.543583,POINT (3.149769 101.543583)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,10697.0,8893.0,SA673 U5 (BARAT),JLN LAPANGAN TERBANG SUBANG,3.145268,101.544585,POINT (3.145268 101.544585)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2722.0,9457.0,SA674 U5 (SELATAN),JLN LPGN TERBANG SUBANG LAMA,3.140041,101.547028,POINT (3.140041 101.547028)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,5695.0,10123.0,SA922 KG BARU SUBANG (SELATAN),JLN LPGN TERBANG SUBANG LAMA,3.138181,101.552859,POINT (3.138181 101.552859)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4870.0,10456.0,SA993 RESTORAN SUBANGKU,JLN LPGN TERBANG SUBANG LAMA,3.135058,101.55355,POINT (3.135058 101.55355)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,10300.0,10981.0,SA904 CARPARK SUBANG TERMINAL,JLN LPGN TERBANG SUBANG LAMA,3.133476,101.554369,POINT (3.133476 101.554369)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1754.0,11572.0,SA1071 KTM TERMINAL SKYPARK,,3.134496,101.554915,POINT (3.134496 101.554915)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3883.0,11940.0,SA902 MALAYSIAN AIRLINE BERHAD,JLN LPGN TERBANG SUBANG,3.130825,101.555973,POINT (3.130825 101.555973)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,105.0,12727.0,SA900 AEROTREE (OPP),JLN LPGN TERBANG SUBANG,3.124724,101.559552,POINT (3.124724 101.559552)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2468.0,13144.0,SA905 PETRONAS SUBANG AIRPORT,JLN LPGN TERBANG SUBANG,3.1170923091616,101.56452590626,POINT (3.1170923091616 101.56452590626)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,157.0,13852.0,SA907 OASIS ARA DAMANSARA (SELATAN),JLN LPGN TERBANG SUBANG,3.1139231503313,101.56986615583,POINT (3.1139231503313 101.56986615583)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3761.0,15379.0,PJ607 OASIS RIO DAMANSARA/SYMPHONY,JLN LPGN TERBANG SUBANG,3.1093621466462,101.58280923832,POINT (3.1093621466462 101.58280923832)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4936.0,16321.0,PJ609 LRT ARA DAMANSARA,JLN PJU 1A/44,3.107592,101.58608,POINT (3.107592 101.58608)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,388.0,20224.0,PJ605 BT 10/MENTARI COURT (OPP),L/RAYA PERSEKUTUAN,3.0834860825516,101.60729171619,POINT (3.0834860825516 101.60729171619)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2059.0,20817.0,PJ611 KTM SETIA JAYA (OPP),L/RAYA PERSEKUTUAN,3.083955190297,101.61260155183,POINT (3.083955190297 101.61260155183)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3168.0,21459.0,PJ601 PLAZA SERI SETIA,L/RAYA PERSEKUTUAN,3.0845601901256,101.61833988511,POINT (3.0845601901256 101.61833988511)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1731.0,21800.0,PJ599 HIGHWAY CENTER,L/RAYA PERSEKUTUAN,3.0919462531599,101.63208087033,POINT (3.0919462531599 101.63208087033)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1782.0,23123.0,PJ437 LRT ASIA JAYA,JLN UTARA,3.1038828935882,101.63914593158,POINT (3.1038828935882 101.63914593158)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,670.0,24821.0,PJ442 FINAS,JLN UTARA,3.109654,101.643371,POINT (3.109654 101.643371)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4264.0,25123.0,PJ443 YAYASAN CANCERLINK,JLN UTARA,3.108473,101.645841,POINT (3.108473 101.645841)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2615.0,26436.0,PJ597 PPUM FEDERAL,L/RAYA PERSEKUTUAN,3.110181,101.652903,POINT (3.110181 101.652903)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1893.0,27903.0,KL1102 MASJID AR-RAHMAN UM,LINGKUNGAN BUDI,3.1171330559243,101.66247395852,POINT (3.1171330559243 101.66247395852)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4170.0,28285.0,KL1110 STADIUM HOKI KL,LINGKUNGAN BUDI,3.118467,101.665014,POINT (3.118467 101.665014)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3755.0,28547.0,KL1111 IPD PANTAI,JLN PANTAI BARU,3.1175978325419,101.6671213878,POINT (3.1175978325419 101.6671213878)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,366.0,28956.0,KL1112 SK BANGSAR (OPP),JLN PANTAI BARU,3.1170278817151,101.67063325726,POINT (3.1170278817151 101.67063325726)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1572.0,29280.0,KL1113 BALAI ISLAM TNB,JLN BANGSAR,3.1183379924799,101.67225279065,POINT (3.1183379924799 101.67225279065)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4090.0,29567.0,KL1114 HQ TNB,JLN BANGSAR,3.120545601227,101.67360352039,POINT (3.120545601227 101.67360352039)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2102.0,30000.0,KL1115 APARTMENT PUTRA RIA (OPP),JLN BANGSAR,3.1233380951033,101.67633743443,POINT (3.1233380951033 101.67633743443)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1784.0,30540.0,KL1117 LRT BANGSAR,JLN BANGSAR,3.1274797153797,101.6788029842,POINT (3.1274797153797 101.6788029842)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3603.0,31537.0,KL1075 SUASANA SENTRAL LOFT,JLN RAKYAT,3.130350344914,101.68423541322,POINT (3.130350344914 101.68423541322)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1510.0,32052.0,KL1079 KL SENTRAL,JLN TUN SAMBANTHAN,3.132961,101.687618,POINT (3.132961 101.687618)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4267.0,32287.0,KL1090 SENTRAL EXHIBITION MALL,JLN TUN SAMBANTHAN,3.134408,101.688902,POINT (3.134408 101.688902)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3582.0,33121.0,KL1925 JABATAN WARISAN NEGARA,JLN HISAMUDDIN,3.138258,101.694216,POINT (3.138258 101.694216)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2634.0,33325.0,KL1091 PUBLIC BANK (OPP),JLN SYED PUTRA,3.138761,101.695062,POINT (3.138761 101.695062)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4296.0,34700.0,KL2212 PASAR SENI (PLATFORM D1 - D6),JSM,3.141834,101.695246,POINT (3.141834 101.695246)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4296.0,1.0,KL2212 PASAR SENI (PLATFORM D1 - D6),JSM,3.141834,101.695246,POINT (3.141834 101.695246)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,855.0,928.0,KL2144 TM BRICKFIELDS,JLN TUN SAMBANTHAN,3.1374677062962,101.69324504902,POINT (3.1374677062962 101.69324504902)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2490.0,1248.0,KL2145 HOTEL PRESCOTT,JLN TUN SAMBANTHAN,3.136322,101.690915,POINT (3.136322 101.690915)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4268.0,1715.0,KL1080 BRICKFIELDS,JLN TUN SAMBANTHAN 4,3.1336400597905,101.68908163724,POINT (3.1336400597905 101.68908163724)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2019.0,2030.0,KL1082 SK METHODIST,JLN SULTAN AB SAMAD,3.131473,101.689089,POINT (3.131473 101.689089)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2230.0,2241.0,KL1083 PALM COURT,JLN SULTAN ABDUL SAMAD,3.129818,101.687114,POINT (3.129818 101.687114)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3602.0,3069.0,KL1760 SUASANA SENTRAL LOFT,JLN RAKYAT,3.1303212241286,101.68364204616,POINT (3.1303212241286 101.68364204616)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2082.0,3655.0,KL1095 BANGSAR UTAMA,JLN BANGSAR,3.129203160217,101.68065981755,POINT (3.129203160217 101.68065981755)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1785.0,4067.0,KL1096 LRT BANGSAR (OPP),JLN BANGSAR,3.1273688525384,101.67914951654,POINT (3.1273688525384 101.67914951654)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2595.0,4621.0,KL1097 PPR ABDULLAH HUKUM,JLN BANGSAR,3.1231698334516,101.67654695028,POINT (3.1231698334516 101.67654695028)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,4102.0,5356.0,KL1098 LRT ABDULLAH HUKUM,JLN BANGSAR,3.1180320477095,101.67260077298,POINT (3.1180320477095 101.67260077298)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,365.0,5689.0,KL1099 SK BANGSAR,JLN PANTAI BARU,3.1167609772467,101.67034409462,POINT (3.1167609772467 101.67034409462)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,10148.0,6251.0,KL1191 IPD PANTAI,JLN PANTAI BAHARU,3.117224,101.667171,POINT (3.117224 101.667171)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,1408.0,6923.0,KL1441 KL GATEWAY - LRT UNIVERSITI,L/RAYA PERSEKUTUAN,3.1147478848012,101.66181039156,POINT (3.1147478848012 101.66181039156)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2616.0,8028.0,PJ596 KWSP FEDERAL,L/RAYA PERSEKUTUAN,3.1100056269729,101.65318137013,POINT (3.1100056269729 101.65318137013)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3850.0,8947.0,PJ441 TASIK TAMAN JAYA,JLN TIMUR,3.103962,101.648321,POINT (3.103962 101.648321)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,166.0,9802.0,PJ750 PJ8 TOWER,L/RAYA PERSEKUTUAN,3.1022385629392,101.63926132215,POINT (3.1022385629392 101.63926132215)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,3169.0,14063.0,PJ600 KTM SERI SETIA,L/RAYA PERSEKUTUAN,3.0844706972703,101.62004709521,POINT (3.0844706972703 101.62004709521)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,2060.0,14872.0,PJ744 KTM SETIA JAYA,L/RAYA PERSEKUTUAN,3.0837013581979,101.61282004095,POINT (3.0837013581979 101.61282004095)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,387.0,15391.0,PJ606 BT10/MENTARI COURT,L/RAYA PERSEKUTUAN,3.0831411956406,101.60818132555,POINT (3.0831411956406 101.60818132555)
2,Batu Caves,Selangor/Kuala Lumpur,RKL,BCV,834.0,Subang Suria Mah Sing ~ Hab Pasar Seni,10355.0,19123.0,PJ610 LRT ARA DAMANSARA (OPP),JLN LPGN TERBANG SUBANG LAMA,3.107109,101.585532,POINT (3.107109 101.585532)
